"district_id","party_id","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"102","patriots","ირმა ცხორაგაული",1,886,0.015736,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","social_justice","მარიკა ლეჟავა",1,96,0.001705,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","third_force","პაატა ჩიქოვანი",1,1002,0.017796,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"103","gd","ავთანდილ ცინცაძე",2,37292,0.555263,135815,71073,23015,56658,134534,1281,0.523307,0.169458,0.41717,3551,0.049963
"103","girchi_more_freedom","ბორისი ყურუა",2,29869,0.444737,135815,71073,23015,56658,134534,1281,0.523307,0.169458,0.41717,3551,0.049963
"104","citizens","ნატო კირვალიძე",1,604,0.037215,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","droa","თამაზ ახობაძე",1,2047,0.126124,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","for_people","მაია კეკუა",1,558,0.034381,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","free_choice","ზაზა ხურციძე",1,61,0.003758,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","gakharia","ზაურ რეხვიაშვილი",1,1361,0.083857,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","gd","ლევან ჯაფარიძე",1,8451,0.520702,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","georgia_party","გიორგი გვიმრაძე",1,156,0.009612,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","labour","მამუკა ჯუღელი",1,452,0.02785,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","lelo","თამაზ დათუნაშვილი",1,1163,0.071657,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","patriots","დავით მელიქიძე",1,349,0.021503,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","social_justice","ლევანი ჩაბრაშვილი",1,355,0.021873,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"104","third_force","დავით ცეკვავა",1,673,0.041466,41679,18450,6022,14494,41314,365,0.442669,0.144485,0.347753,2213,0.119946
"105","citizens","მიხეილ აბრამიშვილი",1,1532,0.032938,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","european_georgia","ბესიკ დონაძე",1,6828,0.146804,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","for_people","კობა კობახიძე",1,2495,0.053643,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","gakharia","დავით გოგიძე",1,4735,0.101804,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","gd","კახაბერი ლაბუჩიძე",1,20887,0.449077,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","georgia_party","ანზორი ფოფხაძე",1,248,0.005332,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","labour","თეკლე ალანია",1,1707,0.036701,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","lelo","ლანა გალდავა",1,3511,0.075488,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","patriots","ნიკოლოზ კაჭკაჭური",1,951,0.020447,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","social_justice","ივანე გამცემლიძე",1,63,0.001355,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","third_force","თეონა ჭალიძე",1,2774,0.059642,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"105","tribuna","მიხეილ ქავთარაძე",1,780,0.01677,115803,49891,16479,39649,114456,1347,0.430826,0.142302,0.342383,3175,0.063639
"106","citizens","მაკა ფრიდონაშვილი",1,1675,0.027461,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","european_georgia","დათო ჟღენტი",1,9994,0.163847,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","for_people","ანა მიქაძე-ჩიკვაიძე",1,3104,0.050889,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","free_choice","გიორგი გულაშვილი",1,226,0.003705,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","free_georgia","ლალი ფერაძე",1,326,0.005345,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","gakharia","კახაბერ ქემოკლიძე",1,5610,0.091973,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","gd","რევაზ სოხაძე",1,28866,0.473244,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","georgia_party","ლალი ბუნტური",1,352,0.005771,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","labour","მარიამი გოჩელაშვილი",1,2566,0.042068,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","lelo","გულო ზუმბაძე",1,3897,0.063889,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","patriots","გიორგი გაბათაშვილი",1,1705,0.027953,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","social_justice","მამუკა ზანდუკელი",1,582,0.009542,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"106","third_force","ვახტანგ იაშვილი",1,2093,0.034314,147582,65739,23065,52946,145446,2136,0.445441,0.156286,0.358756,4421,0.067251
"107","citizens","ნინო ჩარკვიანი",1,1245,0.039258,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","european_georgia","გიორგი ნონიაშვილი",1,4202,0.132501,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","for_people","სერგო ლომიძე",1,2758,0.086967,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","free_choice","ელგუჯა მარგალიტაძე",1,63,0.001987,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","free_georgia","გიორგი ელყანიშვილი",1,129,0.004068,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","gakharia","რუსუდან თევზაძე",1,3224,0.101662,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","gd","ზურაბ ჩიკვილაძე",1,14761,0.465456,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","georgia_party","გიგა გუდაძე",1,127,0.004005,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","greens_geo","მერაბ ხატიაშვილი",1,157,0.004951,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","labour","მარიამი გურგენიძე",1,1048,0.033046,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","lelo","კახაბერ ჟღენტი",1,2575,0.081197,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","patriots","გიორგი კარტოზია",1,571,0.018005,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","social_justice","მალხაზ კოპალიანი",1,54,0.001703,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","third_force","ავთანდილ ჩართოლანი",1,708,0.022325,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"107","workers_socialist","ნანა კოდელაშვილი",1,91,0.002869,67940,33701,10719,26859,67384,556,0.496041,0.157772,0.395334,1795,0.053263
"108","citizens","შალვა კარელიძე",1,968,0.030935,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","for_people","ნინო წულაძე",1,2733,0.087341,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","gakharia","გიორგი ქაჯაია",1,3599,0.115017,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","gd","გივი ჩხარტიშვილი",1,14081,0.450002,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","georgia_party","სოფიო დანელია",1,187,0.005976,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","girchi_more_freedom","ნიკა მოსიაშვილი",1,5097,0.16289,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","greens_geo","მერაბ შარაბიძე",1,164,0.005241,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","labour","ვლადიმერ მარტიაშვილი",1,855,0.027324,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","lelo","დიმიტრი აბაშიძე",1,2253,0.072002,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","patriots","ირაკლი კობრავა",1,540,0.017257,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","social_justice","გიორგი რურუა",1,134,0.004282,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"108","third_force","ოთარ ბაღათურია",1,680,0.021731,61310,33082,10396,26525,60746,564,0.539586,0.169565,0.432637,1545,0.046702
"109","citizens","სულხანი ნამჩევაძე",1,1858,0.031375,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","for_people","მიშიკო ირემაძე",1,3390,0.057244,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","free_georgia","კახა კუკავა",1,1415,0.023894,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","gakharia","გალაქტიონ ღუდუშაური",1,6282,0.106079,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","gd","ირაკლი ხელაძე",1,26348,0.444917,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","georgia_party","ირინა ცაავა",1,396,0.006687,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","girchi_more_freedom","ბადრი გრიგალაშვილი",1,6354,0.107295,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","greens_geo","გურამ ნიკოლეიშვილი",1,234,0.003951,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","labour","დავით გილაძე",1,3459,0.058409,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","lelo","ნიკოლოზ ჩერქეზიშვილი",1,5701,0.096268,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","patriots","გელა ხუციშვილი",1,1497,0.025279,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","social_justice","გრიგოლ წაქაძე",1,103,0.001739,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","third_force","ზაზა კორთხონჯია",1,1718,0.02901,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","third_way","ზაური მთიულიშვილი",1,145,0.002448,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"109","workers_socialist","გია ნემსაძე",1,320,0.005404,135269,63172,20619,50520,134166,1103,0.46701,0.15243,0.373478,3532,0.055911
"110","citizens","რომან მელქაძე",1,1701,0.02662,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","droa","ელენე ხოშტარია",1,19922,0.311773,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","for_people","ირაკლი თედორაძე",1,1539,0.024085,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","gakharia","ნათია მეზვრიშვილი",1,6214,0.097247,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","gd","კონსტანტინე ზარნაძე",1,27112,0.424295,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","georgia_party","გოდერძი ლომთათიძე",1,285,0.00446,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","greens_geo","დავით ცხვარიაშვილი",1,256,0.004006,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","labour","ტარიელ კალანდარიშვილი",1,1539,0.024085,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","lelo","თამარ ადამია",1,2234,0.034961,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","patriots","იოსებ ზარიძე",1,1468,0.022974,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","social_justice","გია ვარდანაშვილი",1,174,0.002723,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"110","third_force","ნანა ტოხვაძე",1,1455,0.02277,147555,68103,24336,55419,146088,1467,0.461543,0.164928,0.375582,3905,0.05734
"1101","european_georgia","ივანე ჭიაურელი",1,64,0.025069,4879,2724,897,2230,4823,56,0.558311,0.183849,0.457061,146,0.053598
"1101","gd","ვანო ანუაშვილი",1,1584,0.620447,4879,2724,897,2230,4823,56,0.558311,0.183849,0.457061,146,0.053598
"1101","lelo","თორნიკე ჩუნთიშვილი",1,249,0.097532,4879,2724,897,2230,4823,56,0.558311,0.183849,0.457061,146,0.053598
"1101","unm","შალვა ჯაბადარი",1,656,0.256953,4879,2724,897,2230,4823,56,0.558311,0.183849,0.457061,146,0.053598
"1102","gd","ირაკლი რუაძე",1,1338,0.534345,5106,2740,899,2177,5038,68,0.536624,0.176067,0.426361,194,0.070803
"1102","lelo","თამარ ყორღანაშვილი",1,244,0.097444,5106,2740,899,2177,5038,68,0.536624,0.176067,0.426361,194,0.070803
"1102","patriots","სოსლან გარსევანიშვილი",1,185,0.073882,5106,2740,899,2177,5038,68,0.536624,0.176067,0.426361,194,0.070803
"1102","unm","ლელა ქვრივიშვილი",1,737,0.294329,5106,2740,899,2177,5038,68,0.536624,0.176067,0.426361,194,0.070803
"1103","gd","დავითი არაბული",1,375,0.648789,1159,604,202,496,1155,4,0.521139,0.174288,0.427955,25,0.041391
"1103","lelo","გოჩა ლაშქარაშვილი",1,48,0.083045,1159,604,202,496,1155,4,0.521139,0.174288,0.427955,25,0.041391
"1103","unm","ალიკა ბუჭყურაშვილი",1,155,0.268166,1159,604,202,496,1155,4,0.521139,0.174288,0.427955,25,0.041391
"1104","gd","ვასილი მამუჩიშვილი",1,495,0.591398,1752,1007,295,776,1751,1,0.574772,0.168379,0.442922,58,0.057597
"1104","unm","გიორგი ციქურიშვილი",1,342,0.408602,1752,1007,295,776,1751,1,0.574772,0.168379,0.442922,58,0.057597
"1105","gd","ვეფხია უსტიაშვილი",1,886,0.763793,2407,1208,392,990,2383,24,0.50187,0.162858,0.4113,37,0.030629
"1105","patriots","ირმა ზუკაკიშვილი",1,47,0.040517,2407,1208,392,990,2383,24,0.50187,0.162858,0.4113,37,0.030629
"1105","unm","ლალი ჯიღაური",1,227,0.19569,2407,1208,392,990,2383,24,0.50187,0.162858,0.4113,37,0.030629
"1106","gd","გელა კონიაშვილი",1,671,0.575966,2236,1264,382,989,2222,14,0.565295,0.170841,0.442308,48,0.037975
"1106","lelo","გიორგი ჭავჭანიძე",1,196,0.16824,2236,1264,382,989,2222,14,0.565295,0.170841,0.442308,48,0.037975
"1106","unm","მაია შიოშვილი",1,298,0.255794,2236,1264,382,989,2222,14,0.565295,0.170841,0.442308,48,0.037975
"1107","gd","ივანე ბეჟიაშვილი",1,1212,0.68942,2913,1880,540,1421,2882,31,0.645383,0.185376,0.487813,106,0.056383
"1107","unm","პაატა კანჯარაშვილი",1,546,0.31058,2913,1880,540,1421,2882,31,0.645383,0.185376,0.487813,106,0.056383
"1108","gd","არჩილ ნემსიაშვილი",1,898,0.559502,3118,1659,566,1340,3096,22,0.532072,0.181527,0.429763,46,0.027728
"1108","patriots","გიორგი ლოლაძე",1,53,0.033022,3118,1659,566,1340,3096,22,0.532072,0.181527,0.429763,46,0.027728
"1108","unm","ოთარ გურგენიძე",1,654,0.407477,3118,1659,566,1340,3096,22,0.532072,0.181527,0.429763,46,0.027728
"1109","gd","ვალერიანი ხუნაშვილი",1,1387,0.691426,3578,2072,630,1633,3560,18,0.579094,0.176076,0.4564,59,0.028475
"1109","lelo","სოლომონი გრძელიშვილი",1,133,0.066301,3578,2072,630,1633,3560,18,0.579094,0.176076,0.4564,59,0.028475
"1109","patriots","მერაბი მამუკაშვილი",1,38,0.018943,3578,2072,630,1633,3560,18,0.579094,0.176076,0.4564,59,0.028475
"1109","unm","ანნა მღვდელაძე",1,448,0.22333,3578,2072,630,1633,3560,18,0.579094,0.176076,0.4564,59,0.028475
"1110","gd","ნიკა ნაცვლიშვილი",1,1374,0.752464,2995,1902,564,1492,2980,15,0.635058,0.188314,0.498164,65,0.034175
"1110","unm","გიორგი ჭიკაძე",1,452,0.247536,2995,1902,564,1492,2980,15,0.635058,0.188314,0.498164,65,0.034175
"1111","gd","ალექსი იოსელიანი",1,263,0.762319,620,361,90,322,587,33,0.582258,0.145161,0.519355,11,0.030471
"1111","lelo","მამია ჩართოლანი",1,48,0.13913,620,361,90,322,587,33,0.582258,0.145161,0.519355,11,0.030471
"1111","unm","მზია მეკოკიშვილი",1,34,0.098551,620,361,90,322,587,33,0.582258,0.145161,0.519355,11,0.030471
"1112","gd","აიაზ ბაირამოვი",1,1088,0.559959,6830,2097,932,1751,6774,56,0.307028,0.136457,0.256369,129,0.061516
"1112","unm","მახმუდ ალიევი",1,855,0.440041,6830,2097,932,1751,6774,56,0.307028,0.136457,0.256369,129,0.061516
"1113","gd","მეჰდიხან კულიევი",1,1343,0.502808,9316,2854,1032,2313,9240,76,0.306355,0.110777,0.248283,110,0.038542
"1113","lelo","გუმბათ ახმედოვი",1,10,0.003744,9316,2854,1032,2313,9240,76,0.306355,0.110777,0.248283,110,0.038542
"1113","unm","რამიზ ეიბოვი",1,1318,0.493448,9316,2854,1032,2313,9240,76,0.306355,0.110777,0.248283,110,0.038542
"1201","gakharia","სიმონ ქოჩორაშვილი",1,178,0.10154,3438,1856,549,1471,3404,34,0.539849,0.159686,0.427865,74,0.039871
"1201","gd","ნაირა სეხნიაშვილი",1,968,0.552196,3438,1856,549,1471,3404,34,0.539849,0.159686,0.427865,74,0.039871
"1201","unm","თემური ბუწაშვილი",1,607,0.346264,3438,1856,549,1471,3404,34,0.539849,0.159686,0.427865,74,0.039871
