"selfgov_id","party_id","seats_pr","seats_smd","seats_mayor"
"33","tortladze_democratic_2010",0,1,0
"33","unm",8,15,0
"35","alliance_georgia_2010",1,0,0
"35","christian_democrats_2010",2,0,0
"35","freedom_2010",0,0,0
"35","industry_sakartvelo",1,1,0
"35","national_council_2010",0,0,0
"35","tortladze_democratic_2010",0,1,0
"35","unm",8,11,0
"36","alliance_georgia_2010",1,0,0
"36","christian_democrats_2010",2,0,0
"36","freedom_2010",0,0,0
"36","industry_sakartvelo",2,0,0
"36","national_council_2010",1,0,0
"36","tortladze_democratic_2010",0,0,0
"36","unm",6,11,0
"37","alliance_georgia_2010",0,0,0
"37","christian_democrats_2010",2,0,0
"37","freedom_2010",0,0,0
"37","industry_sakartvelo",0,0,0
"37","national_council_2010",1,0,0
"37","tortladze_democratic_2010",1,0,0
"37","unm",8,16,0
"38","alliance_georgia_2010",0,0,0
"38","christian_democrats_2010",2,0,0
"38","freedom_2010",0,0,0
"38","industry_sakartvelo",0,0,0
"38","national_council_2010",0,0,0
"38","tortladze_democratic_2010",0,0,0
"38","unm",9,15,0
"39","alliance_georgia_2010",0,0,0
"39","christian_democrats_2010",1,1,0
"39","freedom_2010",0,0,0
"39","industry_sakartvelo",1,0,0
"39","national_council_2010",0,0,0
"39","tortladze_democratic_2010",1,1,0
"39","unm",8,10,0
"40","alliance_georgia_2010",0,0,0
"40","christian_democrats_2010",0,1,0
"40","freedom_2010",0,0,0
"40","industry_sakartvelo",1,0,0
"40","national_council_2010",0,0,0
"40","tortladze_democratic_2010",0,0,0
"40","unm",9,21,0
"41","alliance_georgia_2010",0,0,0
"41","christian_democrats_2010",1,0,0
"41","freedom_2010",0,0,0
"41","industry_sakartvelo",1,0,0
"41","national_council_2010",0,0,0
"41","tortladze_democratic_2010",0,0,0
"41","unm",8,10,0
"43","alliance_georgia_2010",1,1,0
"43","christian_democrats_2010",2,0,0
"43","freedom_2010",0,0,0
"43","industry_sakartvelo",1,0,0
"43","national_council_2010",0,0,0
"43","tortladze_democratic_2010",0,0,0
"43","unm",7,17,0
"44","alliance_georgia_2010",1,0,0
"44","christian_democrats_2010",1,0,0
"44","freedom_2010",0,0,0
"44","industry_sakartvelo",0,1,0
"44","national_council_2010",1,0,0
"44","tortladze_democratic_2010",0,0,0
"44","unm",8,18,0
"45","alliance_georgia_2010",2,1,0
"45","christian_democrats_2010",2,0,0
"45","freedom_2010",0,0,0
"45","industry_sakartvelo",0,0,0
"45","national_council_2010",0,0,0
"45","tortladze_democratic_2010",0,0,0
"45","unm",7,15,0
"46","alliance_georgia_2010",2,0,0
"46","christian_democrats_2010",0,0,0
"46","freedom_2010",0,0,0
"46","industry_sakartvelo",1,1,0
"46","national_council_2010",0,0,0
"46","tortladze_democratic_2010",0,0,0
"46","unm",9,7,0
"47","alliance_georgia_2010",1,0,0
"47","christian_democrats_2010",2,0,0
"47","freedom_2010",1,2,0
"47","industry_sakartvelo",0,0,0
"47","national_council_2010",0,0,0
"47","tortladze_democratic_2010",0,0,0
"47","unm",6,14,0
"48","alliance_georgia_2010",2,0,0
"48","christian_democrats_2010",2,1,0
"48","freedom_2010",0,0,0
"48","industry_sakartvelo",1,0,0
"48","national_council_2010",1,0,0
"48","tortladze_democratic_2010",0,0,0
"48","unm",6,19,0
"49","alliance_georgia_2010",1,0,0
"49","christian_democrats_2010",1,0,0
"49","freedom_2010",0,0,0
"49","industry_sakartvelo",1,2,0
"49","national_council_2010",1,0,0
"49","tortladze_democratic_2010",0,0,0
"49","unm",8,17,0
"50","alliance_georgia_2010",1,0,0
"50","christian_democrats_2010",3,0,0
"50","freedom_2010",0,0,0
"50","industry_sakartvelo",0,0,0
"50","national_council_2010",1,0,0
"50","tortladze_democratic_2010",0,0,0
"50","unm",6,13,0
"51","alliance_georgia_2010",2,2,0
"51","christian_democrats_2010",2,0,0
"51","freedom_2010",0,0,0
"51","industry_sakartvelo",0,0,0
"51","national_council_2010",2,0,0
"51","tortladze_democratic_2010",0,0,0
"51","unm",6,17,0
"52","alliance_georgia_2010",1,0,0
"52","christian_democrats_2010",2,0,0
"52","freedom_2010",0,0,0
"52","industry_sakartvelo",1,1,0
"52","national_council_2010",1,0,0
"52","tortladze_democratic_2010",0,0,0
"52","unm",7,12,0
"53","alliance_georgia_2010",1,0,0
"53","christian_democrats_2010",2,0,0
"53","freedom_2010",0,0,0
"53","industry_sakartvelo",0,0,0
"53","national_council_2010",0,0,0
"53","tortladze_democratic_2010",1,0,0
"53","unm",8,20,0
"54","alliance_georgia_2010",1,0,0
"54","christian_democrats_2010",2,0,0
"54","freedom_2010",0,0,0
"54","industry_sakartvelo",1,0,0
"54","national_council_2010",1,0,0
"54","tortladze_democratic_2010",0,0,0
"54","unm",7,15,0
"55","alliance_georgia_2010",1,0,0
"55","christian_democrats_2010",1,0,0
"55","freedom_2010",0,0,0
"55","industry_sakartvelo",0,0,0
"55","national_council_2010",0,0,0
"55","tortladze_democratic_2010",0,0,0
"55","unm",9,12,0
"56","alliance_georgia_2010",1,0,0
"56","christian_democrats_2010",2,0,0
"56","freedom_2010",0,0,0
"56","industry_sakartvelo",1,0,0
"56","national_council_2010",1,0,0
"56","tortladze_democratic_2010",0,1,0
"56","unm",7,15,0
"57","alliance_georgia_2010",1,0,0
"57","christian_democrats_2010",1,0,0
"57","freedom_2010",0,0,0
"57","industry_sakartvelo",0,0,0
"57","national_council_2010",1,0,0
"57","tortladze_democratic_2010",0,1,0
"57","unm",8,9,0
"58","alliance_georgia_2010",1,0,0
"58","christian_democrats_2010",2,0,0
"58","freedom_2010",0,0,0
"58","industry_sakartvelo",0,0,0
"58","national_council_2010",1,0,0
"58","tortladze_democratic_2010",0,1,0
"58","unm",7,16,0
"59","alliance_georgia_2010",1,0,0
"59","christian_democrats_2010",4,0,0
"59","freedom_2010",0,0,0
"59","industry_sakartvelo",0,0,0
"59","national_council_2010",1,0,0
"59","tortladze_democratic_2010",0,0,0
"59","unm",10,10,0
"60","alliance_georgia_2010",2,0,0
"60","christian_democrats_2010",2,3,0
"60","freedom_2010",0,0,0
"60","industry_sakartvelo",0,0,0
"60","national_council_2010",1,0,0
"60","tortladze_democratic_2010",0,0,0
"60","unm",7,26,0
"61","alliance_georgia_2010",2,0,0
"61","christian_democrats_2010",2,0,0
"61","freedom_2010",0,0,0
"61","industry_sakartvelo",0,0,0
"61","national_council_2010",2,0,0
"61","tortladze_democratic_2010",0,0,0
"61","unm",6,16,0
"62","alliance_georgia_2010",1,0,0
"62","christian_democrats_2010",2,0,0
"62","freedom_2010",0,0,0
"62","industry_sakartvelo",0,0,0
"62","national_council_2010",1,0,0
"62","tortladze_democratic_2010",0,0,0
"62","unm",8,23,0
"63","alliance_georgia_2010",1,0,0
"63","christian_democrats_2010",2,0,0
"63","freedom_2010",0,0,0
"63","industry_sakartvelo",1,1,0
"63","national_council_2010",1,0,0
"63","tortladze_democratic_2010",0,0,0
"63","unm",7,15,0
"64","alliance_georgia_2010",1,1,0
"64","christian_democrats_2010",2,0,0
"64","freedom_2010",0,0,0
"64","industry_sakartvelo",0,1,0
"64","national_council_2010",1,0,0
"64","tortladze_democratic_2010",0,0,0
"64","unm",8,13,0
"65","alliance_georgia_2010",1,0,0
"65","christian_democrats_2010",2,0,0
"65","freedom_2010",1,0,0
"65","industry_sakartvelo",1,0,0
"65","national_council_2010",1,0,0
"65","tortladze_democratic_2010",0,1,0
"65","unm",7,20,0
"66","alliance_georgia_2010",0,0,0
"66","christian_democrats_2010",2,0,0
"66","freedom_2010",0,0,0
"66","industry_sakartvelo",0,0,0
"66","national_council_2010",2,1,0
"66","tortladze_democratic_2010",0,0,0
"66","unm",7,20,0
"67","alliance_georgia_2010",2,0,0
"67","christian_democrats_2010",1,1,0
"67","freedom_2010",0,0,0
"67","industry_sakartvelo",1,1,0
"67","national_council_2010",1,0,0
"67","tortladze_democratic_2010",0,1,0
"67","unm",7,28,0
"68","alliance_georgia_2010",2,0,0
"68","christian_democrats_2010",1,0,0
"68","freedom_2010",0,0,0
"68","industry_sakartvelo",1,1,0
"68","national_council_2010",1,0,0
"68","tortladze_democratic_2010",0,0,0
"68","unm",7,13,0
"69","alliance_georgia_2010",2,0,0
"69","christian_democrats_2010",2,1,0
"69","freedom_2010",0,0,0
"69","industry_sakartvelo",0,1,0
"69","national_council_2010",1,0,0
"69","tortladze_democratic_2010",0,0,0
"69","unm",7,11,0
"70","alliance_georgia_2010",1,0,0
"70","christian_democrats_2010",2,0,0
"70","freedom_2010",0,0,0
"70","industry_sakartvelo",1,0,0
"70","national_council_2010",1,0,0
"70","tortladze_democratic_2010",0,0,0
"70","unm",7,5,0
"79","alliance_georgia_2010",2,0,0
"79","christian_democrats_2010",3,0,0
"79","freedom_2010",0,0,0
"79","industry_sakartvelo",0,0,0
"79","national_council_2010",3,0,0
"79","tortladze_democratic_2010",0,0,0
"79","unm",10,10,0
"80","alliance_georgia_2010",1,0,0
"80","christian_democrats_2010",2,1,0
"80","freedom_2010",0,0,0
"80","industry_sakartvelo",0,0,0
"80","national_council_2010",1,0,0
"80","tortladze_democratic_2010",0,0,0
"80","unm",7,8,0
"81","alliance_georgia_2010",1,0,0
"81","christian_democrats_2010",1,0,0
"81","freedom_2010",0,0,0
"81","industry_sakartvelo",0,2,0
"81","national_council_2010",2,0,0
"81","tortladze_democratic_2010",0,0,0
"81","unm",7,18,0
"82","alliance_georgia_2010",0,0,0
"82","christian_democrats_2010",2,0,0
"82","freedom_2010",0,0,0
"82","industry_sakartvelo",0,1,0
"82","national_council_2010",1,0,0
"82","tortladze_democratic_2010",0,0,0
"82","unm",8,8,0
"83","alliance_georgia_2010",1,0,0
"83","christian_democrats_2010",2,0,0
"83","freedom_2010",0,0,0
"83","industry_sakartvelo",0,0,0
"83","national_council_2010",2,0,0
"83","tortladze_democratic_2010",0,0,0
"83","unm",7,13,0
"84","alliance_georgia_2010",0,0,0
"84","christian_democrats_2010",2,0,0
"84","freedom_2010",0,0,0
"84","industry_sakartvelo",0,1,0
"84","national_council_2010",2,0,0
"84","tortladze_democratic_2010",0,1,0
"84","unm",8,11,0
