precinct_id,precinct_key,district_id,electoral_district_id,district_name_ka,precinct_number,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
79013,79013,79013,79,ბათუმი,13,industry_sakartvelo,ირაკლი ჯაში,16,0.0387,1518,435,180,398,0.2866,0.1186,0.2622,22,0.0506
79013,79013,79013,79,ბათუმი,13,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0291,1518,435,180,398,0.2866,0.1186,0.2622,22,0.0506
79013,79013,79013,79,ბათუმი,13,unm,ზაზა გოგოტიშვილი,279,0.6755,1518,435,180,398,0.2866,0.1186,0.2622,22,0.0506
79013,79013,79013,79,ბათუმი,13,christian_democrats_2008,ნიაზ ზოსიძე,74,0.1792,1518,435,180,398,0.2866,0.1186,0.2622,22,0.0506
79014,79014,79014,79,ბათუმი,14,adj2008_united_communist,თეიმურაზ სამნიძე,13,0.0231,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79014,79014,79014,79,ბათუმი,14,adj2008_kartuli_dasi,ბესიკი რატიანი,10,0.0178,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79014,79014,79014,79,ბათუმი,14,industry_sakartvelo,ირაკლი ჯაში,16,0.0285,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79014,79014,79014,79,ბათუმი,14,adj2008_chven_tviton,ზურაბ ცეცხლაძე,10,0.0178,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79014,79014,79014,79,ბათუმი,14,unm,ზაზა გოგოტიშვილი,460,0.8185,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79014,79014,79014,79,ბათუმი,14,christian_democrats_2008,ნიაზ ზოსიძე,53,0.0943,1244,582,283,508,0.4678,0.2275,0.4084,20,0.0344
79015,79015,79015,79,ბათუმი,15,adj2008_united_communist,თეიმურაზ სამნიძე,12,0.0131,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79015,79015,79015,79,ბათუმი,15,adj2008_kartuli_dasi,ბესიკი რატიანი,16,0.0175,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79015,79015,79015,79,ბათუმი,15,industry_sakartvelo,ირაკლი ჯაში,11,0.012,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79015,79015,79015,79,ბათუმი,15,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0131,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79015,79015,79015,79,ბათუმი,15,unm,ზაზა გოგოტიშვილი,786,0.86,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79015,79015,79015,79,ბათუმი,15,christian_democrats_2008,ნიაზ ზოსიძე,77,0.0842,2006,941,540,841,0.4691,0.2692,0.4192,21,0.0223
79016,79016,79016,79,ბათუმი,16,adj2008_united_communist,თეიმურაზ სამნიძე,14,0.0352,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79016,79016,79016,79,ბათუმი,16,adj2008_kartuli_dasi,ბესიკი რატიანი,2,0.005,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79016,79016,79016,79,ბათუმი,16,industry_sakartvelo,ირაკლი ჯაში,4,0.0101,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79016,79016,79016,79,ბათუმი,16,adj2008_chven_tviton,ზურაბ ცეცხლაძე,8,0.0201,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79016,79016,79016,79,ბათუმი,16,unm,ზაზა გოგოტიშვილი,278,0.6985,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79016,79016,79016,79,ბათუმი,16,christian_democrats_2008,ნიაზ ზოსიძე,92,0.2312,1129,415,189,380,0.3676,0.1674,0.3366,17,0.041
79017,79017,79017,79,ბათუმი,17,adj2008_united_communist,თეიმურაზ სამნიძე,13,0.024,1448,560,267,478,0.3867,0.1844,0.3301,19,0.0339
79017,79017,79017,79,ბათუმი,17,adj2008_kartuli_dasi,ბესიკი რატიანი,8,0.0148,1448,560,267,478,0.3867,0.1844,0.3301,19,0.0339
79017,79017,79017,79,ბათუმი,17,industry_sakartvelo,ირაკლი ჯაში,15,0.0277,1448,560,267,478,0.3867,0.1844,0.3301,19,0.0339
79017,79017,79017,79,ბათუმი,17,adj2008_chven_tviton,ზურაბ ცეცხლაძე,5,0.0092,1448,560,267,478,0.3867,0.1844,0.3301,19,0.0339
79017,79017,79017,79,ბათუმი,17,unm,ზაზა გოგოტიშვილი,403,0.7449,1448,560,267,478,0.3867,0.1844,0.3301,19,0.0339
