precinct_id,precinct_key,district_id,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
73080027,73.80.27,73080027,unm,ნუგზარ ამაღლობელი,41,0.179,545,231,0,0,0.4239,0,0,2,0.0087
73080027,73.80.27,73080027,gd,ხვიჩა შარაშიძე,188,0.821,545,231,0,0,0.4239,0,0,2,0.0087
73080028,73.80.28,73080028,unm,ნუგზარ ამაღლობელი,58,0.2437,405,239,0,0,0.5901,0,0,1,0.0042
73080028,73.80.28,73080028,gd,ხვიჩა შარაშიძე,180,0.7563,405,239,0,0,0.5901,0,0,1,0.0042
73080029,73.80.29,73080029,unm,ნუგზარ ამაღლობელი,176,0.4018,899,447,0,0,0.4972,0,0,9,0.0201
73080029,73.80.29,73080029,gd,ხვიჩა შარაშიძე,262,0.5982,899,447,0,0,0.4972,0,0,9,0.0201
73080030,73.80.30,73080030,unm,ნუგზარ ამაღლობელი,48,0.2712,326,181,0,0,0.5552,0,0,4,0.0221
73080030,73.80.30,73080030,gd,ხვიჩა შარაშიძე,129,0.7288,326,181,0,0,0.5552,0,0,4,0.0221
73080031,73.80.31,73080031,unm,ნუგზარ ამაღლობელი,99,0.396,518,252,0,0,0.4865,0,0,2,0.0079
73080031,73.80.31,73080031,gd,ხვიჩა შარაშიძე,151,0.604,518,252,0,0,0.4865,0,0,2,0.0079
73082001,73.82.1,73082001,unm,ნუგზარ ამაღლობელი,101,0.3098,715,342,0,0,0.4783,0,0,16,0.0468
73082001,73.82.1,73082001,gd,ხვიჩა შარაშიძე,225,0.6902,715,342,0,0,0.4783,0,0,16,0.0468
73082002,73.82.2,73082002,unm,ნუგზარ ამაღლობელი,25,0.2551,235,100,0,0,0.4255,0,0,2,0.02
73082002,73.82.2,73082002,gd,ხვიჩა შარაშიძე,73,0.7449,235,100,0,0,0.4255,0,0,2,0.02
73082003,73.82.3,73082003,unm,ნუგზარ ამაღლობელი,75,0.3947,311,193,0,0,0.6206,0,0,3,0.0155
73082003,73.82.3,73082003,gd,ხვიჩა შარაშიძე,115,0.6053,311,193,0,0,0.6206,0,0,3,0.0155
73082004,73.82.4,73082004,unm,ნუგზარ ამაღლობელი,83,0.3444,469,255,0,0,0.5437,0,0,14,0.0549
73082004,73.82.4,73082004,gd,ხვიჩა შარაშიძე,158,0.6556,469,255,0,0,0.5437,0,0,14,0.0549
73082005,73.82.5,73082005,unm,ნუგზარ ამაღლობელი,51,0.2849,463,184,0,0,0.3974,0,0,5,0.0272
73082005,73.82.5,73082005,gd,ხვიჩა შარაშიძე,128,0.7151,463,184,0,0,0.3974,0,0,5,0.0272
73082006,73.82.6,73082006,unm,ნუგზარ ამაღლობელი,53,0.3869,379,140,0,0,0.3694,0,0,3,0.0214
73082006,73.82.6,73082006,gd,ხვიჩა შარაშიძე,84,0.6131,379,140,0,0,0.3694,0,0,3,0.0214
73082007,73.82.7,73082007,unm,ნუგზარ ამაღლობელი,27,0.3333,175,81,0,0,0.4629,0,0,0,0
73082007,73.82.7,73082007,gd,ხვიჩა შარაშიძე,54,0.6667,175,81,0,0,0.4629,0,0,0,0
73082008,73.82.8,73082008,unm,ნუგზარ ამაღლობელი,13,0.2364,107,55,0,0,0.514,0,0,0,0
73082008,73.82.8,73082008,gd,ხვიჩა შარაშიძე,42,0.7636,107,55,0,0,0.514,0,0,0,0
73082009,73.82.9,73082009,unm,ნუგზარ ამაღლობელი,48,0.2857,334,169,0,0,0.506,0,0,1,0.0059
73082009,73.82.9,73082009,gd,ხვიჩა შარაშიძე,120,0.7143,334,169,0,0,0.506,0,0,1,0.0059
73082010,73.82.10,73082010,unm,ნუგზარ ამაღლობელი,63,0.3987,352,159,0,0,0.4517,0,0,1,0.0063
73082010,73.82.10,73082010,gd,ხვიჩა შარაშიძე,95,0.6013,352,159,0,0,0.4517,0,0,1,0.0063
73082011,73.82.11,73082011,unm,ნუგზარ ამაღლობელი,19,0.2235,144,86,0,0,0.5972,0,0,1,0.0116
73082011,73.82.11,73082011,gd,ხვიჩა შარაშიძე,66,0.7765,144,86,0,0,0.5972,0,0,1,0.0116
73082012,73.82.12,73082012,unm,ნუგზარ ამაღლობელი,37,0.2741,219,138,0,0,0.6301,0,0,3,0.0217
73082012,73.82.12,73082012,gd,ხვიჩა შარაშიძე,98,0.7259,219,138,0,0,0.6301,0,0,3,0.0217
73082013,73.82.13,73082013,unm,ნუგზარ ამაღლობელი,28,0.3333,167,85,0,0,0.509,0,0,1,0.0118
73082013,73.82.13,73082013,gd,ხვიჩა შარაშიძე,56,0.6667,167,85,0,0,0.509,0,0,1,0.0118
73082014,73.82.14,73082014,unm,ნუგზარ ამაღლობელი,74,0.2643,609,287,0,0,0.4713,0,0,7,0.0244
73082014,73.82.14,73082014,gd,ხვიჩა შარაშიძე,206,0.7357,609,287,0,0,0.4713,0,0,7,0.0244
73082015,73.82.15,73082015,unm,ნუგზარ ამაღლობელი,94,0.2454,736,388,0,0,0.5272,0,0,5,0.0129
