precinct_id,district_id,district_name_en,precinct_number,party_id,votes,vote_share,registered,voted,voted_noon,voted_5pm,main_list,special_list,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
1027,1,Mtatsminda,27,gachechiladze,420,0.550459,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,saakashvili,180,0.235911,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,gamkrelidze,82,0.107471,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,patarkatsishvili,45,0.058978,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,maisashvili,20,0.026212,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,natelashvili,15,0.019659,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1027,1,Mtatsminda,27,sarishvili_chanturia,1,0.001311,1394,842,188,574,1313,83,0.604017,0.134864,0.411765,6,0.007126
1028,1,Mtatsminda,28,gachechiladze,422,0.548052,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,saakashvili,205,0.266234,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,gamkrelidze,84,0.109091,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,patarkatsishvili,22,0.028571,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,natelashvili,21,0.027273,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,maisashvili,15,0.019481,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1028,1,Mtatsminda,28,sarishvili_chanturia,1,0.001299,1363,833,222,667,1317,46,0.611152,0.162876,0.489362,27,0.032413
1029,1,Mtatsminda,29,gachechiladze,435,0.545113,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,saakashvili,212,0.265664,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,gamkrelidze,79,0.098997,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,patarkatsishvili,30,0.037594,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,natelashvili,25,0.031328,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,maisashvili,15,0.018797,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1029,1,Mtatsminda,29,sarishvili_chanturia,2,0.002506,1417,914,207,722,1326,145,0.645025,0.146083,0.509527,10,0.010941
1030,1,Mtatsminda,30,gachechiladze,424,0.537389,1431,872,183,637,1384,55,0.609364,0.127883,0.445143,39,0.044725
1030,1,Mtatsminda,30,saakashvili,213,0.269962,1431,872,183,637,1384,55,0.609364,0.127883,0.445143,39,0.044725
1030,1,Mtatsminda,30,gamkrelidze,103,0.130545,1431,872,183,637,1384,55,0.609364,0.127883,0.445143,39,0.044725
