precinct_id,precinct_key,district_id,electoral_district_id,vote_type,district_name_ka,precinct_number,registered,voted,turnout_pct,voted_noon,voted_5pm,main_list,special_list,noon_pct,five_pct,invalid_ballots,invalid_pct
81036,81036,81036,81,smd,ქობულეთი,36,1201,812,0.6761,300,580,1199,2,0.2498,0.4829,4,0.0049
81037,81037,81037,81,smd,ქობულეთი,37,207,110,0.5314,50,105,201,6,0.2415,0.5072,9,0.0818
81038,81038,81038,81,smd,ქობულეთი,38,1119,462,0.4129,165,358,1116,3,0.1475,0.3199,6,0.013
81039,81039,81039,81,smd,ქობულეთი,39,496,258,0.5202,46,229,493,3,0.0927,0.4617,9,0.0349
81040,81040,81040,81,smd,ქობულეთი,40,592,320,0.5405,125,291,587,5,0.2111,0.4916,3,0.0094
81041,81041,81041,81,smd,ქობულეთი,41,1324,622,0.4698,220,462,1322,2,0.1662,0.3489,1,0.0016
81042,81042,81042,81,smd,ქობულეთი,42,1107,535,0.4833,122,378,1103,4,0.1102,0.3415,6,0.0112
81043,81043,81043,81,smd,ქობულეთი,43,1328,528,0.3976,173,405,1322,6,0.1303,0.305,48,0.0909
81044,81044,81044,81,smd,ქობულეთი,44,1614,553,0.3426,237,433,1611,3,0.1468,0.2683,11,0.0199
81045,81045,81045,81,smd,ქობულეთი,45,835,335,0.4012,75,224,832,3,0.0898,0.2683,9,0.0269
81046,81046,81046,81,smd,ქობულეთი,46,1517,890,0.5867,326,639,1514,3,0.2149,0.4212,2,0.0022
81047,81047,81047,81,smd,ქობულეთი,47,1103,570,0.5168,118,362,1100,3,0.107,0.3282,30,0.0526
81048,81048,81048,81,smd,ქობულეთი,48,1603,570,0.3556,220,446,1596,7,0.1372,0.2782,16,0.0281
81049,81049,81049,81,smd,ქობულეთი,49,999,373,0.3734,132,300,995,4,0.1321,0.3003,13,0.0349
81050,81050,81050,81,smd,ქობულეთი,50,983,409,0.4161,172,380,979,4,0.175,0.3866,11,0.0269
81051,81051,81051,81,smd,ქობულეთი,51,605,310,0.5124,75,169,601,4,0.124,0.2793,14,0.0452
81052,81052,81052,81,smd,ქობულეთი,52,815,275,0.3374,121,194,805,10,0.1485,0.238,4,0.0145
81053,81053,81053,81,smd,ქობულეთი,53,999,250,0.2503,72,169,990,9,0.0721,0.1692,16,0.064
81054,81054,81054,81,smd,ქობულეთი,54,1482,655,0.442,159,366,1191,291,0.1073,0.247,22,0.0336
81056,81056,81056,81,smd,ქობულეთი,56,909,509,0.56,215,427,906,3,0.2365,0.4697,17,0.0334
81057,81057,81057,81,smd,ქობულეთი,57,534,243,0.4551,74,231,528,6,0.1386,0.4326,5,0.0206
81058,81058,81058,81,smd,ქობულეთი,58,864,374,0.4329,140,285,859,5,0.162,0.3299,22,0.0588
81059,81059,81059,81,smd,ქობულეთი,59,856,399,0.4661,154,326,850,6,0.1799,0.3808,2,0.005
81060,81060,81060,81,smd,ქობულეთი,60,1240,222,0.179,51,132,1230,10,0.0411,0.1065,5,0.0225
81061,81061,81061,81,smd,ქობულეთი,61,1066,330,0.3096,150,250,1059,7,0.1407,0.2345,0,0
81062,81062,81062,81,smd,ქობულეთი,62,722,306,0.4238,97,203,720,2,0.1343,0.2812,10,0.0327
81063,81063,81063,81,smd,ქობულეთი,63,0,0,0,0,0,0,0,0,0,0,0
82001,82001,82001,82,smd,შუახევი,1,690,334,0.4841,90,295,684,6,0.1304,0.4275,16,0.0479
82002,82002,82002,82,smd,შუახევი,2,275,186,0.6764,52,120,271,4,0.1891,0.4364,1,0.0054
82003,82003,82003,82,smd,შუახევი,3,338,264,0.7811,82,187,335,3,0.2426,0.5533,3,0.0114
82004,82004,82004,82,smd,შუახევი,4,452,351,0.7765,147,265,449,3,0.3252,0.5863,1,0.0028
82005,82005,82005,82,smd,შუახევი,5,477,351,0.7358,87,227,474,3,0.1824,0.4759,5,0.0142
82006,82006,82006,82,smd,შუახევი,6,0,0,0,0,0,0,0,0,0,0,0
82007,82007,82007,82,smd,შუახევი,7,0,0,0,0,0,0,0,0,0,0,0
82008,82008,82008,82,smd,შუახევი,8,149,118,0.7919,36,88,144,5,0.2416,0.5906,1,0.0085
82009,82009,82009,82,smd,შუახევი,9,339,228,0.6726,102,164,335,4,0.3009,0.4838,1,0.0044
82010,82010,82010,82,smd,შუახევი,10,383,268,0.6997,92,178,382,1,0.2402,0.4648,9,0.0336
82011,82011,82011,82,smd,შუახევი,11,150,92,0.6133,27,60,146,4,0.18,0.4,5,0.0543
82012,82012,82012,82,smd,შუახევი,12,0,0,0,0,0,0,0,0,0,0,0
82013,82013,82013,82,smd,შუახევი,13,0,0,0,0,0,0,0,0,0,0,0
82014,82014,82014,82,smd,შუახევი,14,603,407,0.675,123,241,600,3,0.204,0.3997,1,0.0025
82015,82015,82015,82,smd,შუახევი,15,538,400,0.7435,87,215,536,2,0.1617,0.3996,9,0.0225
82016,82016,82016,82,smd,შუახევი,16,626,320,0.5112,90,231,624,2,0.1438,0.369,14,0.0438
82017,82017,82017,82,smd,შუახევი,17,0,0,0,0,0,0,0,0,0,0,0
82018,82018,82018,82,smd,შუახევი,18,218,144,0.6606,68,131,213,5,0.3119,0.6009,3,0.0208
82019,82019,82019,82,smd,შუახევი,19,97,70,0.7216,42,68,91,6,0.433,0.701,2,0.0286
82020,82020,82020,82,smd,შუახევი,20,370,240,0.6486,88,157,366,4,0.2378,0.4243,4,0.0167
82021,82021,82021,82,smd,შუახევი,21,253,219,0.8656,156,202,251,2,0.6166,0.7984,0,0
82022,82022,82022,82,smd,შუახევი,22,146,116,0.7945,90,110,141,5,0.6164,0.7534,1,0.0086
82023,82023,82023,82,smd,შუახევი,23,522,292,0.5594,101,201,516,6,0.1935,0.3851,0,0
82024,82024,82024,82,smd,შუახევი,24,215,180,0.8372,105,161,209,6,0.4884,0.7488,3,0.0167
82025,82025,82025,82,smd,შუახევი,25,282,255,0.9043,95,185,279,3,0.3369,0.656,0,0
82026,82026,82026,82,smd,შუახევი,26,233,156,0.6695,83,110,228,5,0.3562,0.4721,1,0.0064
82027,82027,82027,82,smd,შუახევი,27,294,246,0.8367,130,212,290,4,0.4422,0.7211,0,0
82028,82028,82028,82,smd,შუახევი,28,516,276,0.5349,136,212,514,2,0.2636,0.4109,0,0
82029,82029,82029,82,smd,შუახევი,29,298,203,0.6812,63,173,293,5,0.2114,0.5805,6,0.0296
82030,82030,82030,82,smd,შუახევი,30,236,189,0.8008,64,179,232,4,0.2712,0.7585,2,0.0106
82031,82031,82031,82,smd,შუახევი,31,318,238,0.7484,120,200,314,4,0.3774,0.6289,5,0.021
82032,82032,82032,82,smd,შუახევი,32,218,165,0.7569,69,147,214,4,0.3165,0.6743,0,0
82033,82033,82033,82,smd,შუახევი,33,162,140,0.8642,25,87,156,6,0.1543,0.537,0,0
82034,82034,82034,82,smd,შუახევი,34,267,244,0.9139,76,135,262,5,0.2846,0.5056,3,0.0123
82035,82035,82035,82,smd,შუახევი,35,209,188,0.8995,80,150,204,5,0.3828,0.7177,0,0
82036,82036,82036,82,smd,შუახევი,36,343,182,0.5306,70,140,338,5,0.2041,0.4082,5,0.0275
82037,82037,82037,82,smd,შუახევი,37,279,250,0.8961,48,106,274,5,0.172,0.3799,19,0.076
82038,82038,82038,82,smd,შუახევი,38,423,357,0.844,138,210,418,5,0.3262,0.4965,0,0
82039,82039,82039,82,smd,შუახევი,39,467,312,0.6681,90,204,467,0,0.1927,0.4368,18,0.0577
82040,82040,82040,82,smd,შუახევი,40,276,264,0.9565,84,145,273,3,0.3043,0.5254,0,0
82041,82041,82041,82,smd,შუახევი,41,369,263,0.7127,72,165,369,0,0.1951,0.4472,3,0.0114
82042,82042,82042,82,smd,შუახევი,42,345,318,0.9217,78,204,340,5,0.2261,0.5913,0,0
82043,82043,82043,82,smd,შუახევი,43,0,0,0,0,0,0,0,0,0,0,0
82044,82044,82044,82,smd,შუახევი,44,138,129,0.9348,81,101,135,3,0.587,0.7319,2,0.0155
82045,82045,82045,82,smd,შუახევი,45,201,122,0.607,25,73,196,5,0.1244,0.3632,0,0
82046,82046,82046,82,smd,შუახევი,46,289,172,0.5952,62,120,279,10,0.2145,0.4152,12,0.0698
82047,82047,82047,82,smd,შუახევი,47,172,131,0.7616,37,85,168,4,0.2151,0.4942,3,0.0229
82048,82048,82048,82,smd,შუახევი,48,0,0,0,0,0,0,0,0,0,0,0
82049,82049,82049,82,smd,შუახევი,49,101,89,0.8812,44,74,98,3,0.4356,0.7327,0,0
83001,83001,83001,83,smd,ხელვაჩაური,1,874,41,0.0469,13,33,866,8,0.0149,0.0378,2,0.0488
83002,83002,83002,83,smd,ხელვაჩაური,2,2587,1265,0.489,868,1253,1164,1423,0.3355,0.4843,132,0.1043
83003,83003,83003,83,smd,ხელვაჩაური,3,1485,53,0.0357,10,39,1482,3,0.0067,0.0263,1,0.0189
83004,83004,83004,83,smd,ხელვაჩაური,4,922,46,0.0499,11,40,918,4,0.0119,0.0434,7,0.1522
83005,83005,83005,83,smd,ხელვაჩაური,5,1075,45,0.0419,14,42,1069,6,0.013,0.0391,1,0.0222
83006,83006,83006,83,smd,ხელვაჩაური,6,1203,61,0.0507,9,27,1197,6,0.0075,0.0224,4,0.0656
83007,83007,83007,83,smd,ხელვაჩაური,7,1268,48,0.0379,19,31,1266,2,0.015,0.0244,0,0
83008,83008,83008,83,smd,ხელვაჩაური,8,1262,81,0.0642,27,67,1258,4,0.0214,0.0531,0,0
83009,83009,83009,83,smd,ხელვაჩაური,9,1214,148,0.1219,35,100,1214,0,0.0288,0.0824,0,0
83010,83010,83010,83,smd,ხელვაჩაური,10,1053,51,0.0484,7,39,1050,3,0.0066,0.037,5,0.098
83011,83011,83011,83,smd,ხელვაჩაური,11,1079,115,0.1066,17,88,1078,1,0.0158,0.0816,1,0.0087
83012,83012,83012,83,smd,ხელვაჩაური,12,1448,69,0.0477,10,19,1441,7,0.0069,0.0131,2,0.029
83013,83013,83013,83,smd,ხელვაჩაური,13,1387,135,0.0973,50,125,1380,7,0.036,0.0901,5,0.037
83014,83014,83014,83,smd,ხელვაჩაური,14,1368,53,0.0387,12,33,1363,5,0.0088,0.0241,3,0.0566
83015,83015,83015,83,smd,ხელვაჩაური,15,1358,35,0.0258,10,24,1355,3,0.0074,0.0177,0,0
83016,83016,83016,83,smd,ხელვაჩაური,16,1517,57,0.0376,19,42,1515,2,0.0125,0.0277,3,0.0526
83017,83017,83017,83,smd,ხელვაჩაური,17,1511,154,0.1019,20,115,1037,474,0.0132,0.0761,13,0.0844
83018,83018,83018,83,smd,ხელვაჩაური,18,1270,57,0.0449,7,25,1269,1,0.0055,0.0197,2,0.0351
83019,83019,83019,83,smd,ხელვაჩაური,19,1413,64,0.0453,16,45,1410,3,0.0113,0.0318,2,0.0313
83020,83020,83020,83,smd,ხელვაჩაური,20,728,26,0.0357,13,23,722,6,0.0179,0.0316,1,0.0385
83021,83021,83021,83,smd,ხელვაჩაური,21,1420,57,0.0401,14,32,1418,2,0.0099,0.0225,4,0.0702
83022,83022,83022,83,smd,ხელვაჩაური,22,1577,43,0.0273,17,33,1577,0,0.0108,0.0209,1,0.0233
83023,83023,83023,83,smd,ხელვაჩაური,23,1748,531,0.3038,269,480,1306,442,0.1539,0.2746,26,0.049
83024,83024,83024,83,smd,ხელვაჩაური,24,1405,80,0.0569,21,60,1400,5,0.0149,0.0427,2,0.025
83025,83025,83025,83,smd,ხელვაჩაური,25,1371,36,0.0263,7,29,1366,5,0.0051,0.0212,4,0.1111
83026,83026,83026,83,smd,ხელვაჩაური,26,1483,53,0.0357,12,35,1479,4,0.0081,0.0236,0,0
83027,83027,83027,83,smd,ხელვაჩაური,27,1350,45,0.0333,13,36,1345,5,0.0096,0.0267,4,0.0889
83028,83028,83028,83,smd,ხელვაჩაური,28,1473,40,0.0272,4,33,1470,3,0.0027,0.0224,3,0.075
83029,83029,83029,83,smd,ხელვაჩაური,29,1548,46,0.0297,13,38,1544,4,0.0084,0.0245,3,0.0652
83030,83030,83030,83,smd,ხელვაჩაური,30,1357,121,0.0892,80,95,1356,1,0.059,0.07,10,0.0826
83031,83031,83031,83,smd,ხელვაჩაური,31,745,37,0.0497,17,32,742,3,0.0228,0.043,5,0.1351
83032,83032,83032,83,smd,ხელვაჩაური,32,1298,44,0.0339,8,25,1294,4,0.0062,0.0193,0,0
83033,83033,83033,83,smd,ხელვაჩაური,33,1405,102,0.0726,19,73,1405,0,0.0135,0.052,4,0.0392
83034,83034,83034,83,smd,ხელვაჩაური,34,720,63,0.0875,16,57,713,7,0.0222,0.0792,2,0.0317
83035,83035,83035,83,smd,ხელვაჩაური,35,1173,123,0.1049,50,91,1169,4,0.0426,0.0776,2,0.0163
83036,83036,83036,83,smd,ხელვაჩაური,36,855,84,0.0982,20,74,850,5,0.0234,0.0865,4,0.0476
83037,83037,83037,83,smd,ხელვაჩაური,37,1483,75,0.0506,15,54,1479,4,0.0101,0.0364,3,0.04
83038,83038,83038,83,smd,ხელვაჩაური,38,1492,62,0.0416,22,49,1487,5,0.0147,0.0328,6,0.0968
83039,83039,83039,83,smd,ხელვაჩაური,39,1443,133,0.0922,31,98,1443,0,0.0215,0.0679,3,0.0226
83040,83040,83040,83,smd,ხელვაჩაური,40,1323,120,0.0907,44,90,1321,2,0.0333,0.068,6,0.05
83041,83041,83041,83,smd,ხელვაჩაური,41,772,86,0.1114,22,66,771,1,0.0285,0.0855,4,0.0465
83042,83042,83042,83,smd,ხელვაჩაური,42,1216,175,0.1439,37,117,1213,3,0.0304,0.0962,2,0.0114
83043,83043,83043,83,smd,ხელვაჩაური,43,778,174,0.2237,30,121,776,2,0.0386,0.1555,3,0.0172
83044,83044,83044,83,smd,ხელვაჩაური,44,470,105,0.2234,20,54,468,2,0.0426,0.1149,1,0.0095
83045,83045,83045,83,smd,ხელვაჩაური,45,553,206,0.3725,44,114,551,2,0.0796,0.2061,5,0.0243
83046,83046,83046,83,smd,ხელვაჩაური,46,539,40,0.0742,16,35,535,4,0.0297,0.0649,1,0.025
83047,83047,83047,83,smd,ხელვაჩაური,47,326,60,0.184,19,57,325,1,0.0583,0.1748,0,0
83048,83048,83048,83,smd,ხელვაჩაური,48,451,214,0.4745,62,138,446,5,0.1375,0.306,1,0.0047
83049,83049,83049,83,smd,ხელვაჩაური,49,318,58,0.1824,22,45,313,5,0.0692,0.1415,2,0.0345
83050,83050,83050,83,smd,ხელვაჩაური,50,0,0,0,0,0,0,0,0,0,0,0
83051,83051,83051,83,smd,ხელვაჩაური,51,796,45,0.0565,23,37,790,6,0.0289,0.0465,10,0.2222
83052,83052,83052,83,smd,ხელვაჩაური,52,1089,58,0.0533,16,45,1084,5,0.0147,0.0413,9,0.1552
83053,83053,83053,83,smd,ხელვაჩაური,53,652,72,0.1104,14,50,646,6,0.0215,0.0767,2,0.0278
83054,83054,83054,83,smd,ხელვაჩაური,54,1213,60,0.0495,15,45,1207,6,0.0124,0.0371,1,0.0167
83055,83055,83055,83,smd,ხელვაჩაური,55,1116,35,0.0314,12,22,1112,4,0.0108,0.0197,0,0
83056,83056,83056,83,smd,ხელვაჩაური,56,1171,39,0.0333,16,32,1167,4,0.0137,0.0273,4,0.1026
83057,83057,83057,83,smd,ხელვაჩაური,57,996,39,0.0392,17,29,991,5,0.0171,0.0291,1,0.0256
83058,83058,83058,83,smd,ხელვაჩაური,58,591,53,0.0897,11,24,586,5,0.0186,0.0406,2,0.0377
83059,83059,83059,83,smd,ხელვაჩაური,59,1549,88,0.0568,26,39,1546,3,0.0168,0.0252,0,0
83060,83060,83060,83,smd,ხელვაჩაური,60,1463,34,0.0232,16,27,1459,4,0.0109,0.0185,1,0.0294
83061,83061,83061,83,smd,ხელვაჩაური,61,1158,115,0.0993,19,65,1152,6,0.0164,0.0561,4,0.0348
83062,83062,83062,83,smd,ხელვაჩაური,62,613,55,0.0897,11,42,609,4,0.0179,0.0685,1,0.0182
83063,83063,83063,83,smd,ხელვაჩაური,63,786,55,0.07,18,31,781,5,0.0229,0.0394,3,0.0545
83064,83064,83064,83,smd,ხელვაჩაური,64,1002,123,0.1228,42,105,1000,2,0.0419,0.1048,3,0.0244
83065,83065,83065,83,smd,ხელვაჩაური,65,0,0,0,0,0,0,0,0,0,0,0
83066,83066,83066,83,smd,ხელვაჩაური,66,0,0,0,0,0,0,0,0,0,0,0
84001,84001,84001,84,smd,ხულო,1,816,385,0.4718,129,321,803,13,0.1581,0.3934,19,0.0494
84002,84002,84002,84,smd,ხულო,2,566,388,0.6855,105,280,563,3,0.1855,0.4947,2,0.0052
84003,84003,84003,84,smd,ხულო,3,368,183,0.4973,44,128,363,5,0.1196,0.3478,6,0.0328
84004,84004,84004,84,smd,ხულო,4,877,467,0.5325,171,320,875,2,0.195,0.3649,2,0.0043
84005,84005,84005,84,smd,ხულო,5,575,361,0.6278,82,265,569,6,0.1426,0.4609,2,0.0055
84006,84006,84006,84,smd,ხულო,6,396,237,0.5985,45,165,393,3,0.1136,0.4167,9,0.038
84007,84007,84007,84,smd,ხულო,7,634,358,0.5647,61,192,632,2,0.0962,0.3028,15,0.0419
84008,84008,84008,84,smd,ხულო,8,426,323,0.7582,115,230,423,3,0.27,0.5399,17,0.0526
84009,84009,84009,84,smd,ხულო,9,695,337,0.4849,127,250,694,1,0.1827,0.3597,5,0.0148
84010,84010,84010,84,smd,ხულო,10,433,318,0.7344,96,260,429,4,0.2217,0.6005,11,0.0346
84011,84011,84011,84,smd,ხულო,11,641,330,0.5148,79,300,639,2,0.1232,0.468,9,0.0273
84012,84012,84012,84,smd,ხულო,12,1047,650,0.6208,107,411,1043,4,0.1022,0.3926,6,0.0092
84013,84013,84013,84,smd,ხულო,13,834,516,0.6187,182,370,828,6,0.2182,0.4436,0,0
84014,84014,84014,84,smd,ხულო,14,533,401,0.7523,70,247,528,5,0.1313,0.4634,0,0
84015,84015,84015,84,smd,ხულო,15,305,275,0.9016,95,185,302,3,0.3115,0.6066,7,0.0255
84016,84016,84016,84,smd,ხულო,16,358,350,0.9777,80,204,355,3,0.2235,0.5698,1,0.0029
84017,84017,84017,84,smd,ხულო,17,640,515,0.8047,238,383,637,3,0.3719,0.5984,14,0.0272
84018,84018,84018,84,smd,ხულო,18,1125,528,0.4693,160,394,1121,4,0.1422,0.3502,24,0.0455
84019,84019,84019,84,smd,ხულო,19,771,436,0.5655,110,297,766,5,0.1427,0.3852,3,0.0069
84020,84020,84020,84,smd,ხულო,20,235,164,0.6979,65,136,229,6,0.2766,0.5787,9,0.0549
84021,84021,84021,84,smd,ხულო,21,277,191,0.6895,67,145,273,4,0.2419,0.5235,4,0.0209
84022,84022,84022,84,smd,ხულო,22,258,206,0.7984,120,175,253,5,0.4651,0.6783,10,0.0485
84023,84023,84023,84,smd,ხულო,23,784,586,0.7474,182,406,779,5,0.2321,0.5179,0,0
84024,84024,84024,84,smd,ხულო,24,550,314,0.5709,70,183,545,5,0.1273,0.3327,8,0.0255
84025,84025,84025,84,smd,ხულო,25,427,299,0.7002,80,196,423,4,0.1874,0.459,3,0.01
84026,84026,84026,84,smd,ხულო,26,457,352,0.7702,49,207,453,4,0.1072,0.453,3,0.0085
84027,84027,84027,84,smd,ხულო,27,443,327,0.7381,73,280,438,5,0.1648,0.6321,2,0.0061
84028,84028,84028,84,smd,ხულო,28,354,280,0.791,66,160,350,4,0.1864,0.452,1,0.0036
84029,84029,84029,84,smd,ხულო,29,567,299,0.5273,68,205,565,2,0.1199,0.3616,6,0.0201
84030,84030,84030,84,smd,ხულო,30,193,167,0.8653,60,120,189,4,0.3109,0.6218,5,0.0299
84031,84031,84031,84,smd,ხულო,31,503,291,0.5785,80,206,498,5,0.159,0.4095,7,0.0241
84032,84032,84032,84,smd,ხულო,32,592,320,0.5405,62,200,588,4,0.1047,0.3378,0,0
84033,84033,84033,84,smd,ხულო,33,298,220,0.7383,44,168,294,4,0.1477,0.5638,2,0.0091
84034,84034,84034,84,smd,ხულო,34,168,150,0.8929,48,90,164,4,0.2857,0.5357,0,0
84035,84035,84035,84,smd,ხულო,35,240,238,0.9917,55,155,235,5,0.2292,0.6458,5,0.021
84036,84036,84036,84,smd,ხულო,36,431,370,0.8585,130,251,428,3,0.3016,0.5824,0,0
84037,84037,84037,84,smd,ხულო,37,502,304,0.6056,76,180,497,5,0.1514,0.3586,0,0
84038,84038,84038,84,smd,ხულო,38,256,203,0.793,70,140,253,3,0.2734,0.5469,7,0.0345
84039,84039,84039,84,smd,ხულო,39,511,439,0.8591,90,275,505,6,0.1761,0.5382,0,0
84040,84040,84040,84,smd,ხულო,40,516,447,0.8663,150,295,513,3,0.2907,0.5717,0,0
84041,84041,84041,84,smd,ხულო,41,548,515,0.9398,89,323,543,5,0.1624,0.5894,0,0
84042,84042,84042,84,smd,ხულო,42,629,379,0.6025,90,379,625,4,0.1431,0.6025,1,0.0026
84043,84043,84043,84,smd,ხულო,43,191,109,0.5707,31,84,187,4,0.1623,0.4398,0,0
84044,84044,84044,84,smd,ხულო,44,216,118,0.5463,30,80,210,6,0.1389,0.3704,4,0.0339
84045,84045,84045,84,smd,ხულო,45,288,234,0.8125,46,154,285,3,0.1597,0.5347,2,0.0085
84046,84046,84046,84,smd,ხულო,46,295,203,0.6881,53,127,290,5,0.1797,0.4305,1,0.0049
84047,84047,84047,84,smd,ხულო,47,139,125,0.8993,52,89,136,3,0.3741,0.6403,1,0.008
84048,84048,84048,84,smd,ხულო,48,158,120,0.7595,26,66,154,4,0.1646,0.4177,0,0
84049,84049,84049,84,smd,ხულო,49,382,321,0.8403,117,206,377,5,0.3063,0.5393,3,0.0093
84050,84050,84050,84,smd,ხულო,50,316,292,0.9241,91,192,312,4,0.288,0.6076,0,0
84051,84051,84051,84,smd,ხულო,51,292,188,0.6438,41,113,289,3,0.1404,0.387,0,0
