electoral_district_id,raw_vote_code,ballot_code,party_id,name_ka,first_name,last_name,presenter
50,9,9,fair_georgia_2012,დავითი მოდებაძე,დავითი,მოდებაძე,"9. ""სამართლიანი საქართველოსთვის"""
50,38,38,labour,დავითი მჟავანაძე,დავითი,მჟავანაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
50,41,41,gd,მანანა კობახიძე,მანანა,კობახიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
51,5,5,unm,ზურაბ ბუცხრიკიძე,ზურაბ,ბუცხრიკიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
51,9,9,fair_georgia_2012,ლუიზა უგრეხელიძე,ლუიზა,უგრეხელიძე,"9. ""სამართლიანი საქართველოსთვის"""
51,10,10,christian_democrats_2012,მალხაზი ჯანჯღავა,მალხაზი,ჯანჯღავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
51,24,24,new_rights_2012,კახა შავგულიძე,კახა,შავგულიძე,"24. ""ახალი მემარჯვენეები"""
51,38,38,labour,დავითი გამცემლიძე,დავითი,გამცემლიძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
51,41,41,gd,გიორგი ქავთარაძე,გიორგი,ქავთარაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
52,5,5,unm,თემურ კოხოძე,თემურ,კოხოძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
52,24,24,new_rights_2012,ბენედიქტე გეგეჭკორი,ბენედიქტე,გეგეჭკორი,"24. ""ახალი მემარჯვენეები"""
52,38,38,labour,როლანდ ლომინაძე,როლანდ,ლომინაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
52,41,41,gd,არჩილ კბილაშვილი,არჩილ,კბილაშვილი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
53,1,1,free_georgia,გივი ლორთქიფანიძე,გივი,ლორთქიფანიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
53,5,5,unm,პაატა ლეჟავა,პაატა,ლეჟავა,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
53,9,9,fair_georgia_2012,ომარ ცხვარაძე,ომარ,ცხვარაძე,"9. ""სამართლიანი საქართველოსთვის"""
53,24,24,new_rights_2012,ხათუნა მესხი,ხათუნა,მესხი,"24. ""ახალი მემარჯვენეები"""
53,38,38,labour,ვარლამი ნაცვალაძე,ვარლამი,ნაცვალაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
53,41,41,gd,გოდერძი ტყეშელაშვილი,გოდერძი,ტყეშელაშვილი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
54,1,1,free_georgia,დავით ნადირაძე,დავით,ნადირაძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
54,5,5,unm,მერაბი ჯანელიძე,მერაბი,ჯანელიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
54,10,10,christian_democrats_2012,მიხეილ ლეჟავა,მიხეილ,ლეჟავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
54,24,24,new_rights_2012,ლევანი ბუაძე,ლევანი,ბუაძე,"24. ""ახალი მემარჯვენეები"""
54,41,41,gd,კახა კალაძე,კახა,კალაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
55,1,1,free_georgia,ბიქტორ შერმადინი,ბიქტორ,შერმადინი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
55,5,5,unm,დავით ჭავჭანიძე,დავით,ჭავჭანიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
55,9,9,fair_georgia_2012,ნინო ხაჟომია,ნინო,ხაჟომია,"9. ""სამართლიანი საქართველოსთვის"""
55,10,10,christian_democrats_2012,გია ხალიჩავა,გია,ხალიჩავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
55,24,24,new_rights_2012,ილია ყუფარაძე,ილია,ყუფარაძე,"24. ""ახალი მემარჯვენეები"""
55,38,38,labour,რამინი /გელა/ რუხაძე,რამინი /გელა/,რუხაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
55,41,41,gd,ნიკოლოზ სანოძე,ნიკოლოზ,სანოძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
56,5,5,unm,პროკოფ ჩიკვილაძე,პროკოფ,ჩიკვილაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
56,10,10,christian_democrats_2012,ლელა ცერცვაძე,ლელა,ცერცვაძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
56,38,38,labour,ზაალ ნემსაძე,ზაალ,ნემსაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
56,41,41,gd,მალხაზ წერეთელი,მალხაზ,წერეთელი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
57,5,5,unm,პავლე კუბლაშვილი,პავლე,კუბლაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
57,9,9,fair_georgia_2012,ნინო ბახუტაშვილი,ნინო,ბახუტაშვილი,"9. ""სამართლიანი საქართველოსთვის"""
57,10,10,christian_democrats_2012,რამაზი სანიკიძე,რამაზი,სანიკიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
57,41,41,gd,ელისო ჩაფიძე,ელისო,ჩაფიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
58,1,1,free_georgia,ავთანდილი იოსელიანი,ავთანდილი,იოსელიანი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
58,4,4,ndp_2012,მიხეილ ჟორჟოლიანი,მიხეილ,ჟორჟოლიანი,"4. ""ეროვნულ-დემოკრატიული პარტია"""
58,5,5,unm,აკაკი ბობოხიძე,აკაკი,ბობოხიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
58,9,9,fair_georgia_2012,მაია იობიძე,მაია,იობიძე,"9. ""სამართლიანი საქართველოსთვის"""
58,10,10,christian_democrats_2012,პავლე კიკალიშვილი,პავლე,კიკალიშვილი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
58,24,24,new_rights_2012,გიორგი ასათიანი,გიორგი,ასათიანი,"24. ""ახალი მემარჯვენეები"""
58,38,38,labour,გურამ არჩვაძე,გურამ,არჩვაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
58,41,41,gd,პაატა ზაქარეიშვილი,პაატა,ზაქარეიშვილი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
59,4,4,ndp_2012,შოთა ინანეიშვილი,შოთა,ინანეიშვილი,"4. ""ეროვნულ-დემოკრატიული პარტია"""
59,5,5,unm,გიორგი თევდორაძე,გიორგი,თევდორაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
59,10,10,christian_democrats_2012,გიორგი ახვლედიანი,გიორგი,ახვლედიანი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
59,24,24,new_rights_2012,მამუკა მღვდელაძე,მამუკა,მღვდელაძე,"24. ""ახალი მემარჯვენეები"""
59,38,38,labour,სამსონი გუგავა,სამსონი,გუგავა,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
59,41,41,gd,გუბაზ სანიკიძე,გუბაზ,სანიკიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
60,1,1,free_georgia,კახა ბურჯალიანი,კახა,ბურჯალიანი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
60,5,5,unm,რამაზ ნიკოლაიშვილი,რამაზ,ნიკოლაიშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
60,10,10,christian_democrats_2012,კახაბერ ღლონტი,კახაბერ,ღლონტი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
60,24,24,new_rights_2012,ლევან კალანდაძე,ლევან,კალანდაძე,"24. ""ახალი მემარჯვენეები"""
60,30,30,kostava_society,ემზარ მახარაძე,ემზარ,მახარაძე,"30. ""მერაბ კოსტავას საზოგადოება"""
60,38,38,labour,დავით მამალაძე,დავით,მამალაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
60,41,41,gd,ზვიად კვაჭანტირაძე,ზვიად,კვაჭანტირაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
61,1,1,free_georgia,მინდია კეჭაყმაძე,მინდია,კეჭაყმაძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
61,5,5,unm,გიორგი გოგუაძე,გიორგი,გოგუაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
61,24,24,new_rights_2012,ბადრი გვარჯალაძე,ბადრი,გვარჯალაძე,"24. ""ახალი მემარჯვენეები"""
61,41,41,gd,თეიმურაზი ჩხაიძე,თეიმურაზი,ჩხაიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
62,1,1,free_georgia,გუბაზი მეგრელიძე,გუბაზი,მეგრელიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
62,5,5,unm,მანანა ჯინჭარაძე,მანანა,ჯინჭარაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
62,24,24,new_rights_2012,გელა ლომინეიშვილი,გელა,ლომინეიშვილი,"24. ""ახალი მემარჯვენეები"""
62,41,41,gd,თეიმურაზ ჭკუასელი,თეიმურაზ,ჭკუასელი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
63,1,1,free_georgia,ბადრი კუპრეიშვილი,ბადრი,კუპრეიშვილი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
63,5,5,unm,დავითი დარცმელიძე,დავითი,დარცმელიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
63,9,9,fair_georgia_2012,გია თურქია,გია,თურქია,"9. ""სამართლიანი საქართველოსთვის"""
63,10,10,christian_democrats_2012,გელა კაჭარავა,გელა,კაჭარავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
63,24,24,new_rights_2012,გელა თოფურია,გელა,თოფურია,"24. ""ახალი მემარჯვენეები"""
63,35,35,future_georgia,დავით კარანაძე,დავით,კარანაძე,35. ”მომავალი საქართველო”
63,38,38,labour,ზურაბ ლომია,ზურაბ,ლომია,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
63,41,41,gd,ირაკლი საბულუა,ირაკლი,საბულუა,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
64,1,1,free_georgia,ლარისა აგაბალაევა,ლარისა,აგაბალაევა,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
64,4,4,ndp_2012,უტა ლიპარტია,უტა,ლიპარტია,"4. ""ეროვნულ-დემოკრატიული პარტია"""
64,5,5,unm,გურამი მისაბიშვილი,გურამი,მისაბიშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
64,10,10,christian_democrats_2012,დინარა ხუხუა,დინარა,ხუხუა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
64,38,38,labour,იგორი ბოჯგუა,იგორი,ბოჯგუა,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
64,41,41,gd,მირიანე ოდიშარია,მირიანე,ოდიშარია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
65,5,5,unm,ნაული ჯანაშია,ნაული,ჯანაშია,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
65,9,9,fair_georgia_2012,ზურაბი კვეკვეცია,ზურაბი,კვეკვეცია,"9. ""სამართლიანი საქართველოსთვის"""
65,10,10,christian_democrats_2012,გულნაზი ცაავა,გულნაზი,ცაავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
65,24,24,new_rights_2012,შოთა ჩახავა,შოთა,ჩახავა,"24. ""ახალი მემარჯვენეები"""
65,38,38,labour,გოჩა ცაგურია,გოჩა,ცაგურია,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
65,41,41,gd,მურთაზი ხურცილავა,მურთაზი,ხურცილავა,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
66,1,1,free_georgia,როსტევან გვარამია,როსტევან,გვარამია,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
66,5,5,unm,გოდერძი ბუკია,გოდერძი,ბუკია,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
66,9,9,fair_georgia_2012,ალიკო ქანთარია,ალიკო,ქანთარია,"9. ""სამართლიანი საქართველოსთვის"""
66,10,10,christian_democrats_2012,ბორისი ბერაია,ბორისი,ბერაია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
66,24,24,new_rights_2012,კახა ლატარია,კახა,ლატარია,"24. ""ახალი მემარჯვენეები"""
66,38,38,labour,ამერანი ქანდარია,ამერანი,ქანდარია,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
66,41,41,gd,გიგა ბუკია,გიგა,ბუკია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
67,1,1,free_georgia,ოთარ ჭითანავა,ოთარ,ჭითანავა,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
67,5,5,unm,როლანდი ახალაია,როლანდი,ახალაია,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
67,9,9,fair_georgia_2012,გოჩა ჩიტაია,გოჩა,ჩიტაია,"9. ""სამართლიანი საქართველოსთვის"""
67,10,10,christian_democrats_2012,გოგიტა ბიგვავა,გოგიტა,ბიგვავა,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
67,24,24,new_rights_2012,მანანა ნაჭყებია,მანანა,ნაჭყებია,"24. ""ახალი მემარჯვენეები"""
67,35,35,future_georgia,სოსო კორკელია,სოსო,კორკელია,35. ”მომავალი საქართველო”
67,38,38,labour,თამაზ ჩარკვიანი,თამაზ,ჩარკვიანი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
67,41,41,gd,ირაკლი ალასანია,ირაკლი,ალასანია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
67,42,99,initiative_group,ვლადიმერ ვახანია,ვლადიმერ,ვახანია,99. საინიციატივო ჯგუფი
68,5,5,unm,ლევან ქარდავა,ლევან,ქარდავა,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
68,9,9,fair_georgia_2012,ლეონტი აფაქიძე,ლეონტი,აფაქიძე,"9. ""სამართლიანი საქართველოსთვის"""
68,10,10,christian_democrats_2012,ვლადიმერი ჩანგელია,ვლადიმერი,ჩანგელია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
68,24,24,new_rights_2012,ფრიდონი უბილავა,ფრიდონი,უბილავა,"24. ""ახალი მემარჯვენეები"""
68,35,35,future_georgia,მანანა გაბელია,მანანა,გაბელია,35. ”მომავალი საქართველო”
68,38,38,labour,მალხაზი ვეფხვაძე,მალხაზი,ვეფხვაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
68,41,41,gd,გიორგი ნაჭყებია,გიორგი,ნაჭყებია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
69,5,5,unm,ვახტანგი ლემონჯავა,ვახტანგი,ლემონჯავა,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
69,9,9,fair_georgia_2012,გელა ლაგვილავა,გელა,ლაგვილავა,"9. ""სამართლიანი საქართველოსთვის"""
69,10,10,christian_democrats_2012,ბაკურ კვირტია,ბაკურ,კვირტია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
69,38,38,labour,თამაზი მოსიძე,თამაზი,მოსიძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
69,41,41,gd,ლევან იზორია,ლევან,იზორია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
70,1,1,free_georgia,ვეფხვია ცომაია,ვეფხვია,ცომაია,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
70,5,5,unm,თენგიზი სარიშვილი,თენგიზი,სარიშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
70,9,9,fair_georgia_2012,მაია ზარგინავა,მაია,ზარგინავა,"9. ""სამართლიანი საქართველოსთვის"""
70,10,10,christian_democrats_2012,ლაშა ბერაია,ლაშა,ბერაია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
70,24,24,new_rights_2012,ზაზა ლემონჯავა,ზაზა,ლემონჯავა,"24. ""ახალი მემარჯვენეები"""
70,38,38,labour,გიორგი ტორონჯაძე,გიორგი,ტორონჯაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
70,41,41,gd,ეკა ბესელია,ეკა,ბესელია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
79,1,1,free_georgia,რამინ პაპიძე,რამინ,პაპიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
79,5,5,unm,გიორგი ბარამიძე,გიორგი,ბარამიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
79,9,9,fair_georgia_2012,მაია პაპიძე,მაია,პაპიძე,"9. ""სამართლიანი საქართველოსთვის"""
79,10,10,christian_democrats_2012,ირაკლი ნარაკიძე,ირაკლი,ნარაკიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
79,30,30,kostava_society,როინ დიასამიძე,როინ,დიასამიძე,"30. ""მერაბ კოსტავას საზოგადოება"""
79,35,35,future_georgia,ალექსანდრე ლომოური,ალექსანდრე,ლომოური,35. ”მომავალი საქართველო”
79,41,41,gd,მურმან დუმბაძე,მურმან,დუმბაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
80,1,1,free_georgia,გიული ჯაყელი,გიული,ჯაყელი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
80,5,5,unm,იაშა შერვაშიძე,იაშა,შერვაშიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
80,9,9,fair_georgia_2012,ზაურ შავიშვილი,ზაურ,შავიშვილი,"9. ""სამართლიანი საქართველოსთვის"""
80,10,10,christian_democrats_2012,ელგუჯა ნაკაშიძე,ელგუჯა,ნაკაშიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
80,38,38,labour,ბადრი ბერიძე,ბადრი,ბერიძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
80,41,41,gd,დავით ანანიძე,დავით,ანანიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
81,1,1,free_georgia,ნიაზ ბოლქვაძე,ნიაზ,ბოლქვაძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
81,5,5,unm,გელა ცხომელიძე,გელა,ცხომელიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
81,9,9,fair_georgia_2012,არჩილ მიქაძე,არჩილ,მიქაძე,"9. ""სამართლიანი საქართველოსთვის"""
81,10,10,christian_democrats_2012,თამაზ ბაკურიძე,თამაზ,ბაკურიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
81,38,38,labour,ნუგზარ რომანაძე,ნუგზარ,რომანაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
81,41,41,gd,ფატი ხალვაში,ფატი,ხალვაში,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
82,1,1,free_georgia,ვახტანგ ზოიძე,ვახტანგ,ზოიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
82,5,5,unm,ომარ მეგრელიძე,ომარ,მეგრელიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
82,9,9,fair_georgia_2012,შოთა ფუტკარაძე,შოთა,ფუტკარაძე,"9. ""სამართლიანი საქართველოსთვის"""
82,10,10,christian_democrats_2012,შოთა ჯიბლაძე,შოთა,ჯიბლაძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
82,38,38,labour,მადონა დავითაძე,მადონა,დავითაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
82,41,41,gd,შოთა ზოიძე,შოთა,ზოიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
83,1,1,free_georgia,ბადრი ცინცქილაძე,ბადრი,ცინცქილაძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
83,5,5,unm,თეიმურაზ დუმბაძე,თეიმურაზ,დუმბაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
83,9,9,fair_georgia_2012,ბორის მიქელაძე,ბორის,მიქელაძე,"9. ""სამართლიანი საქართველოსთვის"""
83,10,10,christian_democrats_2012,შუქრი თურმანიძე,შუქრი,თურმანიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
83,35,35,future_georgia,თემურ გოგიტიძე,თემურ,გოგიტიძე,35. ”მომავალი საქართველო”
83,38,38,labour,რუსლან მალაყმაძე,რუსლან,მალაყმაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
83,41,41,gd,როსტომ ხალვაში,როსტომ,ხალვაში,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
84,1,1,free_georgia,გურამ სურმანიძე,გურამ,სურმანიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
84,5,5,unm,ანზორ ბოლქვაძე,ანზორ,ბოლქვაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
84,9,9,fair_georgia_2012,ნინო აბაშიძე,ნინო,აბაშიძე,"9. ""სამართლიანი საქართველოსთვის"""
84,10,10,christian_democrats_2012,კახა მელაძე,კახა,მელაძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
84,24,24,new_rights_2012,დავით თავართქილაძე,დავით,თავართქილაძე,"24. ""ახალი მემარჯვენეები"""
84,38,38,labour,ნაირა აბესაძე,ნაირა,აბესაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
84,41,41,gd,ზია საგინაძე,ზია,საგინაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
