self_governing_unit,vote_type,candidate_name,candidate_political_party,majoritarian_district_id
41,sakrebulo pr,აკაკი სულთანიშვილი,ქართული ოცნება,
41,sakrebulo pr,ზურაბ ბენდიანიშვილი,ძლიერი საქართველო-ლელო,
41,sakrebulo pr,ეკა მაისურაძე,„გახარია საქართველოსთვის“,
43,sakrebulo smd,პაატა მაისურაძე,ქართული ოცნება,43.01
43,sakrebulo smd,ნიკოლოზი მაისურაძე,ქართული ოცნება,43.02
43,sakrebulo smd,ვანო ბიჭაშვილი,ქართული ოცნება,43.03
43,sakrebulo smd,დავით მეტრეველი,ქართული ოცნება,43.04
43,sakrebulo smd,გიორგი მელაშვილი,ქართული ოცნება,43.05
43,sakrebulo smd,დავით სხირტლაძე,ქართული ოცნება,43.06
43,sakrebulo smd,მინდია შერაზადიშვილი,ქართული ოცნება,43.07
43,sakrebulo smd,ვლადიმერი ბერელიძე,ქართული ოცნება,43.08
43,sakrebulo smd,ბიჭიკო კერვალიშვილი,ქართული ოცნება,43.09
43,sakrebulo smd,მადლენა მეტრეველი,ქართული ოცნება,43.10
43,sakrebulo smd,თეიმურაზი გოგშელიძე,ქართული ოცნება,43.11
43,sakrebulo smd,გიორგი მარკოიშვილი,ქართული ოცნება,43.12
43,sakrebulo smd,სერგო ლობჯანიძე,ქართული ოცნება,43.13
43,sakrebulo smd,მამუკა ყავლაშვილი,ქართული ოცნება,43.14
43,sakrebulo smd,გიორგი ნაცვლიშვილი,ქართული ოცნება,43.15
43,sakrebulo smd,რევაზ საბანაძე,ქართული ოცნება,43.16
43,sakrebulo smd,ბესიკი მაისურაძე,ქართული ოცნება,43.17
43,sakrebulo smd,ზურაბ რეხვიაშვილი,ქართული ოცნება,43.18
43,sakrebulo pr,ზვიადი მხეიძე,ქართული ოცნება,
43,sakrebulo pr,დავით გოგლიძე,ქართული ოცნება,
43,sakrebulo pr,ელიზბარ კობახიძე,ქართული ოცნება,
43,sakrebulo pr,მაგდანა ვაჩაძე,ქართული ოცნება,
43,sakrebulo pr,ლევანი ჯმუხაძე,ქართული ოცნება,
43,sakrebulo pr,ბაქარ ბაკურაძე,ქართული ოცნება,
43,sakrebulo pr,ნიკა კენჭაძე,ქართული ოცნება,
43,sakrebulo pr,ნათია მარგველიძე,ქართული ოცნება,
43,sakrebulo pr,ბექა ოშხერელი,ქართული ოცნება,
43,sakrebulo pr,გიორგი მურუსიძე,ქართული ოცნება,
43,sakrebulo pr,მიხეილ ბოჭორიშვილი,ქართული ოცნება,
43,sakrebulo pr,სიმონი ჭელიძე,ქართული ოცნება,
43,sakrebulo pr,ლაშა აბაიშვილი,ქართული ოცნება,
43,sakrebulo pr,საბა სულაძე,ქართული ოცნება,
43,sakrebulo pr,ბეჟანი დარახველიძე,ძლიერი საქართველო-ლელო,
44,sakrebulo smd,ელევნორა ბედენაშვილი,ქართული ოცნება,44.01
44,sakrebulo smd,ვახტანგი დვალი,ქართული ოცნება,44.02
44,sakrebulo smd,დავით გოგსაძე,ქართული ოცნება,44.03
44,sakrebulo smd,გია მიქიაშვილი,ქართული ოცნება,44.04
44,sakrebulo smd,პაატა მაჭანკალაძე,ქართული ოცნება,44.05
44,sakrebulo smd,გიორგი ლობჯანიძე,ქართული ოცნება,44.06
44,sakrebulo smd,ფრიდონ ფოფხაძე,ქართული ოცნება,44.07
44,sakrebulo smd,მაია კაციტაძე,ქართული ოცნება,44.08
44,sakrebulo smd,მერაბი ჩიტალაძე,ქართული ოცნება,44.09
44,sakrebulo smd,ზაალი მეტრეველი,ქართული ოცნება,44.10
44,sakrebulo smd,რიჩარდ კიკვიძე,ქართული ოცნება,44.11
44,sakrebulo smd,ფრიდონ სოხაძე,ქართული ოცნება,44.12
44,sakrebulo smd,ესმა მაისაშვილი,ქართული ოცნება,44.13
44,sakrebulo smd,ივანე ცაგურიშვილი,ქართული ოცნება,44.14
44,sakrebulo smd,ბაკურ სანთელაძე,ქართული ოცნება,44.15
44,sakrebulo smd,ბორის ფრუიძე,ქართული ოცნება,44.16
44,sakrebulo smd,ნინო ჯოხაძე,ქართული ოცნება,44.17
44,sakrebulo smd,თენგიზ გელოვნიშვილი,ქართული ოცნება,44.18
44,sakrebulo smd,პაატა კობახიძე,ქართული ოცნება,44.19
44,sakrebulo pr,რეზო ხეცურიანი,ქართული ოცნება,
44,sakrebulo pr,მარიკა კოპალიანი,ქართული ოცნება,
44,sakrebulo pr,ონისე ჩაკვეტაძე,ქართული ოცნება,
44,sakrebulo pr,დავით მუშკუდიანი,ქართული ოცნება,
44,sakrebulo pr,ელენე საღინაძე,ქართული ოცნება,
44,sakrebulo pr,ზაზა ყურაშვილი,ქართული ოცნება,
44,sakrebulo pr,მურმანი თოთაძე,ქართული ოცნება,
44,sakrebulo pr,ნიკა ქომეთიანი,ქართული ოცნება,
44,sakrebulo pr,ჯონი ხალიანი,ქართული ოცნება,
44,sakrebulo pr,მამუკა ჩიქოვანი,ქართული ოცნება,
44,sakrebulo pr,ბერდია კვირკაშვილი,ქართული ოცნება,
44,sakrebulo pr,გორდა გვიშიანი,ქართული ოცნება,
44,sakrebulo pr,მარი ბურჯალიანი,ქართული ოცნება,
44,sakrebulo pr,გოგიტა ახვლედიანი,ძლიერი საქართველო-ლელო,
44,sakrebulo pr,მალხაზ მურცხვალაძე,„გახარია საქართველოსთვის“,
45,sakrebulo pr,რეზო ხეცურიანი,ქართული ოცნება,
45,sakrebulo pr,მარიკა კოპალიანი,ქართული ოცნება,
45,sakrebulo pr,ონისე ჩაკვეტაძე,ქართული ოცნება,
45,sakrebulo pr,დავით მუშკუდიანი,ქართული ოცნება,
45,sakrebulo pr,ელენე საღინაძე,ქართული ოცნება,
45,sakrebulo pr,ზაზა ყურაშვილი,ქართული ოცნება,
45,sakrebulo pr,მურმანი თოთაძე,ქართული ოცნება,
45,sakrebulo pr,ნიკა ქომეთიანი,ქართული ოცნება,
45,sakrebulo pr,ჯონი ხალიანი,ქართული ოცნება,
45,sakrebulo pr,მამუკა ჩიქოვანი,ქართული ოცნება,
45,sakrebulo pr,ბერდია კვირკაშვილი,ქართული ოცნება,
45,sakrebulo pr,გორდა გვიშიანი,ქართული ოცნება,
45,sakrebulo pr,მარი ბურჯალიანი,ქართული ოცნება,
45,sakrebulo pr,გოგიტა ახვლედიანი,ძლიერი საქართველო-ლელო,
45,sakrebulo pr,მალხაზ მურცხვალაძე,„გახარია საქართველოსთვის“,
45,sakrebulo smd,ვასილ საღინაძე,ქართული ოცნება,45.01
45,sakrebulo smd,ნატო ბურჯალიანი,ქართული ოცნება,45.02
45,sakrebulo smd,კახა ყურაშვილი,ძლიერი საქართველო-ლელო,45.03
45,sakrebulo smd,მამუკა მამარდაშვილი,ქართული ოცნება,45.04
45,sakrebulo smd,ვიქტორ ცხვედიანი,ქართული ოცნება,45.05
45,sakrebulo smd,თამაზ ჭაბუკიანი,ქართული ოცნება,45.06
45,sakrebulo smd,ლაშა ლეთოდიანი,ქართული ოცნება,45.07
45,sakrebulo smd,გიორგი გუგავა,ქართული ოცნება,45.08
45,sakrebulo smd,გივი გოგებაშვილი,ქართული ოცნება,45.09
45,sakrebulo smd,გიორგი გოლეთიანი,ქართული ოცნება,45.10
45,sakrebulo smd,თინათინი ნემსწვერიძე,ქართული ოცნება,45.11
45,sakrebulo smd,თამაზ თვარაძე,ქართული ოცნება,45.12
45,sakrebulo smd,ნოდარი საღინაძე,ქართული ოცნება,45.13
45,sakrebulo smd,ხვიჩა ჩხეტიანი,ქართული ოცნება,45.14
45,sakrebulo smd,ბესიკი ჩანქსელიანი,ქართული ოცნება,45.15
45,sakrebulo smd,ოთარი თვარაძე,ქართული ოცნება,45.16
46,sakrebulo pr,დავითი პირველი,ქართული ოცნება,
46,sakrebulo pr,გოგი ონიანი,ქართული ოცნება,
46,sakrebulo pr,ცირა ლიპარტელიანი,ქართული ოცნება,
46,sakrebulo pr,მევლუდ ლიპარტელიანი,ქართული ოცნება,
46,sakrebulo pr,იაკობ გაზდელიანი,ქართული ოცნება,
46,sakrebulo pr,თორნიკე გასვიანი,ქართული ოცნება,
46,sakrebulo pr,დათო ფურელიანი,ქართული ოცნება,
46,sakrebulo pr,ზურაბი ონიანი,ქართული ოცნება,
46,sakrebulo pr,დალი ტვილდიანი,ქართული ოცნება,
46,sakrebulo pr,რევაზი გუჯეჯიანი,ქართული ოცნება,
46,sakrebulo pr,ამირან ქურასბედიანი,ქართული ოცნება,
46,sakrebulo pr,მურადი ჩანქსელიანი,ქართული ოცნება,
46,sakrebulo pr,ლამზირა გუგავა,ქართული ოცნება,
46,sakrebulo pr,გამზა ლიპარტელიანი,ძლიერი საქართველო-ლელო,
46,sakrebulo pr,ნინო ბენდელიანი,„გახარია საქართველოსთვის“,
46,sakrebulo smd,ირაკლი ქურასბედიანი,ქართული ოცნება,46.01
46,sakrebulo smd,მარეხ ონიანი,ქართული ოცნება,46.02
46,sakrebulo smd,მურმან ტვილდიანი,ქართული ოცნება,46.03
46,sakrebulo smd,სოსო ავალიანი,ქართული ოცნება,46.04
46,sakrebulo smd,ხუტა მუკბანიანი,ქართული ოცნება,46.05
46,sakrebulo smd,ემზარ ქალდანი,ქართული ოცნება,46.06
46,sakrebulo smd,ელდარ ლიპარტელიანი,ქართული ოცნება,46.07
46,sakrebulo smd,კახა ლიპარტელიანი,ქართული ოცნება,46.08
47,sakrebulo pr,ზაურ ჩართოლანი,ქართული ოცნება,
47,sakrebulo pr,იგორი რატიანი,ქართული ოცნება,
47,sakrebulo pr,შორენა ცინდელიანი,ქართული ოცნება,
47,sakrebulo pr,ვახტანგი ხოჯელანი,ქართული ოცნება,
47,sakrebulo pr,ზურაბ ჯაფარიძე,ქართული ოცნება,
47,sakrebulo pr,ზაზა ფალიანი,ქართული ოცნება,
47,sakrebulo pr,ბაჩუკი ნაკანი,ქართული ოცნება,
47,sakrebulo pr,მიშა ჭკადუა,ქართული ოცნება,
47,sakrebulo pr,მერაბ საბანიძე,ქართული ოცნება,
47,sakrebulo pr,ლევანი ქალდანი,ქართული ოცნება,
47,sakrebulo pr,ლაშა პაკელიანი,ქართული ოცნება,
47,sakrebulo pr,ლია ჩარკვიანი,ქართული ოცნება,
47,sakrebulo pr,მირზა დადვანი,ქართული ოცნება,
47,sakrebulo pr,შალვა პირველი,ქართული ოცნება,
47,sakrebulo pr,მალხაზ გოშუანი,ძლიერი საქართველო-ლელო,
47,sakrebulo smd,მაიზერ ჯაფარიძე,ქართული ოცნება,47.01
47,sakrebulo smd,ტარიელ კვიციანი,ქართული ოცნება,47.02
47,sakrebulo smd,ზაზა გერლიანი,ქართული ოცნება,47.03
47,sakrebulo smd,ლაშა პირველი,ქართული ოცნება,47.04
47,sakrebulo smd,ზვიადი ხარძიანი,ქართული ოცნება,47.05
47,sakrebulo smd,ირაკლი გირგვლიანი,ქართული ოცნება,47.06
47,sakrebulo smd,ვალოდია ჭკადუა,ქართული ოცნება,47.07
47,sakrebulo smd,გიორგი შუკვანი,ქართული ოცნება,47.08
47,sakrebulo smd,კახა გუჯეჯიანი,ქართული ოცნება,47.09
47,sakrebulo smd,როდამ გვარმიანი,ქართული ოცნება,47.10
47,sakrebulo smd,ანზორ რატიანი,ქართული ოცნება,47.11
47,sakrebulo smd,თენგიზ დადეშქელიანი,ქართული ოცნება,47.12
47,sakrebulo smd,გოჩა ქალდანი,ქართული ოცნება,47.13
47,sakrebulo smd,გოჩა გიგლემიანი,ქართული ოცნება,47.14
47,sakrebulo smd,მერაბ პაკელიანი,ქართული ოცნება,47.15
48,sakrebulo pr,ავთანდილ კვინიკაძე,ქართული ოცნება,
48,sakrebulo pr,ჟანა ნემსაძე,ქართული ოცნება,
48,sakrebulo pr,ამირან ოქრომჭედლიძე,ქართული ოცნება,
48,sakrebulo pr,შალვა ლურსმანაშვილი,ქართული ოცნება,
48,sakrebulo pr,ირმა ვაქერ-სებისკვერაძე,ქართული ოცნება,
48,sakrebulo pr,ოთარ ლურსმანაშვილი,ქართული ოცნება,
48,sakrebulo pr,სპარტაკ ლაცაბიძე,ქართული ოცნება,
48,sakrebulo pr,შმაგი ხიჯაკაძე,ქართული ოცნება,
48,sakrebulo pr,ეკატერინე შველიძე,ქართული ოცნება,
48,sakrebulo pr,მარინე ხვედელიძე,ქართული ოცნება,
48,sakrebulo pr,იამზე პაქსაშვილი,ქართული ოცნება,
48,sakrebulo pr,გივი თხელიძე,ქართული ოცნება,
48,sakrebulo pr,ვერა ოდიკაძე,ქართული ოცნება,
48,sakrebulo pr,მიხეილ ჭიპაშვილი,ძლიერი საქართველო-ლელო,
48,sakrebulo pr,გივი მაისურაძე,„გახარია საქართველოსთვის“,
48,sakrebulo smd,ბესიკი კვირიკაშვილი,ქართული ოცნება,48.01
48,sakrebulo smd,იზოლდა ვეფხვაძე,ქართული ოცნება,48.02
48,sakrebulo smd,მანანა ბარბაქაძე,ქართული ოცნება,48.03
48,sakrebulo smd,კობა კვირიკაშვილი,ქართული ოცნება,48.04
48,sakrebulo smd,პაატა გოგოლაძე,ქართული ოცნება,48.05
48,sakrebulo smd,ვლადიმერ ტალახაძე,ქართული ოცნება,48.06
48,sakrebulo smd,კიაზო გამრეკელაშვილი,ქართული ოცნება,48.07
48,sakrebulo smd,პავლე კიკალიშვილი,ქართული ოცნება,48.08
48,sakrebulo smd,გელა მაღრაძე,ქართული ოცნება,48.09
48,sakrebulo smd,მერაბი ტალახაძე,ქართული ოცნება,48.10
48,sakrebulo smd,დოდო ხაჩიძე,ქართული ოცნება,48.11
48,sakrebulo smd,ავთანდილ ვეფხვაძე,ქართული ოცნება,48.12
48,sakrebulo smd,დავით კიკნაძე,ქართული ოცნება,48.13
48,sakrebulo smd,გრიგოლ ჭიპაშვილი,ქართული ოცნება,48.14
48,sakrebulo smd,გურამ კურტანიძე,ქართული ოცნება,48.15
48,sakrebulo smd,ბესიკ ტალახაძე,ქართული ოცნება,48.16
48,sakrebulo smd,როინ გელაშვილი,ქართული ოცნება,48.17
48,sakrebulo smd,"ბესარიონ
გრიგალაშვილი",ქართული ოცნება,48.18
48,sakrebulo smd,ნონა ზურაბიანი,ქართული ოცნება,48.19
48,sakrebulo smd,ლენა აბაშიძე,ქართული ოცნება,48.2
49,sakrebulo pr,გიორგი ბარათაშვილი,ქართული ოცნება,
49,sakrebulo pr,სოსო ჩაფიჩაძე,ქართული ოცნება,
49,sakrebulo pr,ეკა ბერძენიშვილი,ქართული ოცნება,
49,sakrebulo pr,სერგი ჯიხვაშვილი,ქართული ოცნება,
49,sakrebulo pr,ლაშა გურგენიძე,ქართული ოცნება,
49,sakrebulo pr,თემური ქოჩიაშვილი,ქართული ოცნება,
49,sakrebulo pr,ნინო მახათაძე,ქართული ოცნება,
49,sakrebulo pr,ნინო ოქრუაძე,ქართული ოცნება,
49,sakrebulo pr,მაკა ყიფშიძე,ქართული ოცნება,
49,sakrebulo pr,ნატო კვეტენაძე,ქართული ოცნება,
49,sakrebulo pr,ნოდარი ხოხიაშვილი,ქართული ოცნება,
49,sakrebulo pr,გიორგი თურქაძე,ქართული ოცნება,
49,sakrebulo pr,ჯანო რობაქიძე,ქართული ოცნება,
49,sakrebulo pr,ერეკლე კირკიტაძე,ქართული ოცნება,
49,sakrebulo pr,ვლადიმერი მაკარიძე,ძლიერი საქართველო-ლელო,
49,sakrebulo smd,ზურაბი ჩხიკვაძე,ქართული ოცნება,49.01
49,sakrebulo smd,ელისო მურადაშვილი,ქართული ოცნება,49.02
49,sakrebulo smd,ბადრი ბუცხრიკიძე,ქართული ოცნება,49.03
49,sakrebulo smd,ბიძინა ბუცხრიკიძე,ქართული ოცნება,49.04
49,sakrebulo smd,გოჩა ვერულაშვილი,ქართული ოცნება,49.05
49,sakrebulo smd,რამაზი ლორთქიფანიძე,ქართული ოცნება,49.06
49,sakrebulo smd,გრიგოლ გიორგაძე,ქართული ოცნება,49.07
49,sakrebulo smd,მამული კოვზირიძე,ქართული ოცნება,49.08
49,sakrebulo smd,ომარი ჯიხვაშვილი,ქართული ოცნება,49.09
49,sakrebulo smd,მირზა აფრიდონიძე,ქართული ოცნება,49.10
49,sakrebulo smd,ლაშა ლანჩავა,ქართული ოცნება,49.11
49,sakrebulo smd,შალვა ჭანკვეტაძე,ქართული ოცნება,49.12
49,sakrebulo smd,დავითი გოგბერაშვილი,ქართული ოცნება,49.13
49,sakrebulo smd,გიორგი ქასრაშვილი,ქართული ოცნება,49.14
49,sakrebulo smd,ჯემალი ისაკაძე,ქართული ოცნება,49.15
49,sakrebulo smd,გიორგი ბრეგაძე,ქართული ოცნება,49.16
49,sakrebulo smd,იუზა უგრეხელიძე,ქართული ოცნება,49.17
49,sakrebulo smd,გიორგი ყაზაიშვილი,ქართული ოცნება,49.18
49,sakrebulo smd,მანუჩარი ფანჩულიძე,ქართული ოცნება,49.19
49,sakrebulo smd,გიორგი ბერეკაშვილი,ქართული ოცნება,49.2
50,sakrebulo pr,ერეკლე ჭიღლაძე,ქართული ოცნება,
50,sakrebulo pr,გაგა დარბაიძე,ქართული ოცნება,
50,sakrebulo pr,ლია დეკანოიძე,ქართული ოცნება,
50,sakrebulo pr,ბენიამენი ფალავანდიშვილი,ქართული ოცნება,
50,sakrebulo pr,გიორგი კერესელიძე,ქართული ოცნება,
50,sakrebulo pr,მარინა კაციტაძე,ქართული ოცნება,
50,sakrebulo pr,გიორგი ხარშილაძე,ქართული ოცნება,
50,sakrebulo pr,ირინე ენუქიძე,ქართული ოცნება,
50,sakrebulo pr,ილია იაკობაშვილი,ქართული ოცნება,
50,sakrebulo pr,მარინე დემეტრაშვილი,ქართული ოცნება,
50,sakrebulo pr,შოთა ტყემალაძე,ქართული ოცნება,
50,sakrebulo pr,ირა ძინძიბაძე,ქართული ოცნება,
50,sakrebulo pr,გერვასი კაპანაძე,ქართული ოცნება,
50,sakrebulo pr,გაიოზი დავაძე,ქართული ოცნება,
50,sakrebulo pr,გიორგი მაჭარაშვილი,ქართული ოცნება,
50,sakrebulo smd,გივი კუჭაშვილი,ქართული ოცნება,50.01
50,sakrebulo smd,ნოდარი ბუღაძე,ქართული ოცნება,50.02
50,sakrebulo smd,ირაკლი ჩხიკვაძე,ქართული ოცნება,50.03
50,sakrebulo smd,ანტონი კერესელიძე,ქართული ოცნება,50.04
50,sakrebulo smd,დავით მაჭარაშვილი,ქართული ოცნება,50.05
50,sakrebulo smd,მამუკა ბედიანიძე,ქართული ოცნება,50.06
50,sakrebulo smd,იაგო ბერიძე,ქართული ოცნება,50.07
50,sakrebulo smd,მარინა წერეთელი,ქართული ოცნება,50.08
50,sakrebulo smd,იოსებ გოგიტაძე,ქართული ოცნება,50.09
50,sakrebulo smd,კობა ხვედელიძე,ქართული ოცნება,50.10
50,sakrebulo smd,ბეჟანი ომიაძე,ქართული ოცნება,50.11
50,sakrebulo smd,გოჩა ახვლედიანი,ქართული ოცნება,50.12
50,sakrebulo smd,მამუკა ნოზაძე,ქართული ოცნება,50.13
50,sakrebulo smd,ტარიელ ხვედელიძე,ქართული ოცნება,50.14
51,sakrebulo pr,მალხაზი შერგელაშვილი,ქართული ოცნება,
51,sakrebulo pr,მამუკა მოდებაძე,ქართული ოცნება,
51,sakrebulo pr,გოჩა მაჭავარიანი,ქართული ოცნება,
51,sakrebulo pr,რამაზი ფერაძე,ქართული ოცნება,
51,sakrebulo pr,დავით მიქაბერიძე,ქართული ოცნება,
51,sakrebulo pr,გრიგოლ ბერეკაშვილი,ქართული ოცნება,
51,sakrebulo pr,შოთა მიქაშავიძე,ქართული ოცნება,
51,sakrebulo pr,კახაბერ გოქაძე,ქართული ოცნება,
51,sakrebulo pr,ლელა კირკიტაძე,ქართული ოცნება,
51,sakrebulo pr,ელისო ბოგვერაძე,ქართული ოცნება,
51,sakrebulo pr,მაკა ქლიბაძე,ქართული ოცნება,
51,sakrebulo pr,ემზარი სამხარაძე,ქართული ოცნება,
51,sakrebulo pr,მარეხი ქათამაძე,ქართული ოცნება,
51,sakrebulo pr,ლევან ურიადმყოფელი,ძლიერი საქართველო-ლელო,
51,sakrebulo pr,იროდიონი სამხარაძე,„გახარია საქართველოსთვის“,
51,sakrebulo smd,ირმა გიორგაძე,ქართული ოცნება,51.01
51,sakrebulo smd,გიორგი კაკოიშვილი,ქართული ოცნება,51.02
51,sakrebulo smd,დავით ტალახაძე,ქართული ოცნება,51.03
51,sakrebulo smd,არჩილი მაღლაკელიძე,ქართული ოცნება,51.04
51,sakrebulo smd,რობერტი მახათაძე,ქართული ოცნება,51.05
51,sakrebulo smd,ნანული ეჯიბაძე,ქართული ოცნება,51.06
51,sakrebulo smd,ილია ფუტკარაძე,ქართული ოცნება,51.07
51,sakrebulo smd,ელგუჯა კვეტენაძე,ქართული ოცნება,51.08
51,sakrebulo smd,ალექსანდრე შავიძე,ქართული ოცნება,51.09
51,sakrebulo smd,ანგი ბოჭორიშვილი,ქართული ოცნება,51.10
51,sakrebulo smd,კახაბერ არსენაშვილი,ქართული ოცნება,51.11
51,sakrebulo smd,ბადრი წაქაძე,ქართული ოცნება,51.12
51,sakrebulo smd,ბექა ხურციძე,ქართული ოცნება,51.13
51,sakrebulo smd,ვლადიმერ კამლაძე,ქართული ოცნება,51.14
51,sakrebulo smd,ნუგზარი ფერაძე,ქართული ოცნება,51.15
51,sakrebulo smd,მაია ჩხეიძე,ქართული ოცნება,51.16
51,sakrebulo smd,პაატა ნასრაძე,ქართული ოცნება,51.17
51,sakrebulo smd,ვახტანგ ლაბაძე,ქართული ოცნება,51.18
51,sakrebulo smd,მამუკა კურტანიძე,ქართული ოცნება,51.19
51,sakrebulo smd,გიორგი ბახტიძე,ქართული ოცნება,51.2
51,sakrebulo smd,თემური მაღლაკელიძე,ქართული ოცნება,51.21
52,sakrebulo pr,გურამი კიკნაველიძე,ქართული ოცნება,
52,sakrebulo pr,მაია კბილაშვილი,ქართული ოცნება,
52,sakrebulo pr,გურამ ჩხეიძე,ქართული ოცნება,
52,sakrebulo pr,ირინა ტყეშელაშვილი,ქართული ოცნება,
52,sakrebulo pr,ლაშა კბილაშვილი,ქართული ოცნება,
52,sakrebulo pr,გრიგოლ ტაბეშაძე,ქართული ოცნება,
52,sakrebulo pr,გვანცა გრძელიძე,ქართული ოცნება,
52,sakrebulo pr,კობა კელენჯერიძე,ქართული ოცნება,
52,sakrebulo pr,გიორგი ჯაბიძე,ქართული ოცნება,
52,sakrebulo pr,თინათინ დემეტრაძე,ქართული ოცნება,
52,sakrebulo pr,ფრიდონ მაჩიტაძე,ქართული ოცნება,
52,sakrebulo pr,გიგა კესარელი,ქართული ოცნება,
52,sakrebulo pr,მარიამ მაშანეიშვილი,ქართული ოცნება,
52,sakrebulo pr,გიორგი ჭელიძე,ქართული ოცნება,
52,sakrebulo pr,კახა კოხოძე,ძლიერი საქართველო-ლელო,
52,sakrebulo smd,ირაკლი ყანჩაველი,ქართული ოცნება,52.01
52,sakrebulo smd,თეა გოგნაძე,ქართული ოცნება,52.02
52,sakrebulo smd,გია სახამბერიძე,ქართული ოცნება,52.03
52,sakrebulo smd,ელიზა ზაზარაშვილი,ქართული ოცნება,52.04
52,sakrebulo smd,შადიმან გორგოძე,ქართული ოცნება,52.05
52,sakrebulo smd,ირაკლი მშვილდაძე,ქართული ოცნება,52.06
52,sakrebulo smd,სიმონ ჭოლოკავა,ქართული ოცნება,52.07
52,sakrebulo smd,მურად ბურჯანაძე,ქართული ოცნება,52.08
52,sakrebulo smd,ზაზა ზივზივაძე,ქართული ოცნება,52.09
52,sakrebulo smd,თორნიკე გაჩეჩილაძე,ქართული ოცნება,52.10
52,sakrebulo smd,დიომიდე კიკნაველიძე,ქართული ოცნება,52.11
52,sakrebulo smd,ბიძინა ჯაბიძე,ქართული ოცნება,52.12
52,sakrebulo smd,გიორგი კოტორეიშვილი,ქართული ოცნება,52.13
52,sakrebulo smd,მურად მსხვილიძე,ქართული ოცნება,52.14
53,sakrebulo pr,შოთა გიორგაძე,ქართული ოცნება,
53,sakrebulo pr,ეთერი ჭიჭინაძე,ქართული ოცნება,
53,sakrebulo pr,გიორგი ივანიაძე,ქართული ოცნება,
53,sakrebulo pr,თეონა ადეიშვილი,ქართული ოცნება,
53,sakrebulo pr,საბა მჟავანაძე,ქართული ოცნება,
53,sakrebulo pr,შალვა ლორთქიფანიძე,ქართული ოცნება,
53,sakrebulo pr,ალეკო ბელთაძე,ქართული ოცნება,
53,sakrebulo pr,გიორგი სვანაძე,ქართული ოცნება,
53,sakrebulo pr,თამარ შენგელია,ქართული ოცნება,
53,sakrebulo pr,გიორგი ნამიჭეიშვილი,ქართული ოცნება,
53,sakrebulo pr,ალექსანდრე ოქროპილაშვილი,ქართული ოცნება,
53,sakrebulo pr,კახა ჯინჭარაძე,ქართული ოცნება,
53,sakrebulo pr,გიორგი ქართველიშვილი,ქართული ოცნება,
53,sakrebulo pr,მამუკა გიორგაძე,ქართული ოცნება,
53,sakrebulo pr,დათო კოპალეიშვილი,ძლიერი საქართველო-ლელო,
53,sakrebulo smd,შოთა დიასამიძე,ქართული ოცნება,53.01
53,sakrebulo smd,შმაგი დადუნაშვილი,ქართული ოცნება,53.02
53,sakrebulo smd,გიორგი ტყეშელაშვილი,ქართული ოცნება,53.03
53,sakrebulo smd,აკაკი ბელთაძე,ქართული ოცნება,53.04
53,sakrebulo smd,მამუკა ქართველიშვილი,ქართული ოცნება,53.05
53,sakrebulo smd,ილია დვალიშვილი,ქართული ოცნება,53.06
53,sakrebulo smd,ლაშა ჭიჭუეიშვილი,ქართული ოცნება,53.07
53,sakrebulo smd,თორნიკე ადეიშვილი,ქართული ოცნება,53.08
53,sakrebulo smd,ივანე კორძაძე,ქართული ოცნება,53.09
53,sakrebulo smd,როზა ერისთავი,ქართული ოცნება,53.10
53,sakrebulo smd,ლია დიასამიძე,ქართული ოცნება,53.11
53,sakrebulo smd,პაატა ხურციძე,ქართული ოცნება,53.12
53,sakrebulo smd,დოდო ჩახუნაშვილი,ქართული ოცნება,53.13
53,sakrebulo smd,ვარლამ გიორგაძე,ქართული ოცნება,53.14
53,sakrebulo smd,ალეკო დიაკონიძე,ქართული ოცნება,53.15
53,sakrebulo smd,ბექა ლაჭყეპიანი,ქართული ოცნება,53.16
53,sakrebulo smd,რომან თვალაბეიშვილი,ქართული ოცნება,53.17
53,sakrebulo smd,რამაზ არველაძე,ქართული ოცნება,53.18
53,sakrebulo smd,მამუკა ხავთასი,ქართული ოცნება,53.19
53,sakrebulo smd,თომა მჟავანაძე,ქართული ოცნება,53.2
54,sakrebulo pr,ზაზა ადეიშვილი,ქართული ოცნება,
54,sakrebulo pr,გოჩა არველაძე,ქართული ოცნება,
54,sakrebulo pr,ტარიელ დვალიშვილი,ქართული ოცნება,
54,sakrebulo pr,ნათია პაპავა,ქართული ოცნება,
54,sakrebulo pr,ლაშა მუქერია,ქართული ოცნება,
54,sakrebulo pr,გივი მურღულაია,ქართული ოცნება,
54,sakrebulo pr,ირაკლი მელაშვილი,ქართული ოცნება,
54,sakrebulo pr,ლელა ჩორგოლაშვილი,ქართული ოცნება,
54,sakrebulo pr,მაია ტალაბაძე,ქართული ოცნება,
54,sakrebulo pr,მარიამ ცომაია,ქართული ოცნება,
54,sakrebulo pr,კირილე ბერაძე,ქართული ოცნება,
54,sakrebulo pr,ანა გეგეშიძე,ქართული ოცნება,
54,sakrebulo pr,ლაშა ნიკოლეიშვილი,ქართული ოცნება,
54,sakrebulo pr,შოთა სტურუა,ქართული ოცნება,
54,sakrebulo pr,გივი ჯულაყიძე,ძლიერი საქართველო-ლელო,
54,sakrebulo smd,მანანა სირბილაძე,ქართული ოცნება,54.01
54,sakrebulo smd,გიორგი მეიშვილი,ქართული ოცნება,54.02
