self_governing_unit,vote_type,candidate_name,candidate_political_party,majoritarian_district_id
37,sakrebulo pr,ზოია ბალიაშვილი,ქართული ოცნება,
37,sakrebulo pr,ნათელა ლურსმანაშვილი,ქართული ოცნება,
37,sakrebulo pr,ილია მუმლაძე,ქართული ოცნება,
37,sakrebulo pr,ილია კაპანაძე,ქართული ოცნება,
37,sakrebulo pr,არტაშეს ბალასანიან,ქართული ოცნება,
37,sakrebulo pr,ჯუმბერ ინასარიძე,ძლიერი საქართველო-ლელო,
37,sakrebulo smd,დავით სამსონიძე,ქართული ოცნება,37.01
37,sakrebulo smd,გელა ჭალიძე,ქართული ოცნება,37.02
37,sakrebulo smd,ამბარცუმ ბაბოიან,ქართული ოცნება,37.03
37,sakrebulo smd,ბიძინა გოზალოვი,ქართული ოცნება,37.04
37,sakrebulo smd,ზურაბი ბარძიმაძე,ქართული ოცნება,37.05
37,sakrebulo smd,სიმონ გელაშვილი,ქართული ოცნება,37.06
37,sakrebulo smd,მერი გოგოლაძე- ჩადუნელი,ქართული ოცნება,37.07
37,sakrebulo smd,ვლადიმერი კურტანიძე,ქართული ოცნება,37.08
37,sakrebulo smd,ლევანი მჭედლიშვილი,ქართული ოცნება,37.09
37,sakrebulo smd,კახაბერ გელაშვილი,ქართული ოცნება,37.10
37,sakrebulo smd,მკრტიჩ გინოსიან,ქართული ოცნება,37.11
37,sakrebulo smd,არუთუნ აგაბაბიან,ქართული ოცნება,37.12
37,sakrebulo smd,არშალუის მანუკიან,ქართული ოცნება,37.13
37,sakrebulo smd,პეტროს ვართანიან,ქართული ოცნება,37.14
37,sakrebulo smd,ხორენ ოგანესიან,ქართული ოცნება,37.15
37,sakrebulo smd,ზაზა ნებაძე,ქართული ოცნება,37.16
37,sakrebulo smd,გოგიტა მოდებაძე,ქართული ოცნება,37.17
37,sakrebulo smd,ტარიელ ტაბატაძე,ქართული ოცნება,37.18
38,sakrebulo pr,შმაგი ბიძიშვილი,ქართული ოცნება,
38,sakrebulo pr,ზაზა მღებრიშვილი,ქართული ოცნება,
38,sakrebulo pr,ინა კაპანაძე,ქართული ოცნება,
38,sakrebulo pr,დავითი აბულაძე,ქართული ოცნება,
38,sakrebulo pr,გელა შავაძე,ქართული ოცნება,
38,sakrebulo pr,ნუგზარ ობოლაშვილი,ქართული ოცნება,
38,sakrebulo pr,ნათია ხარშილაძე,ქართული ოცნება,
38,sakrebulo pr,კობა ხარშილაძე,ქართული ოცნება,
38,sakrebulo pr,მედეა იორდანიშვილი,ქართული ოცნება,
38,sakrebulo pr,ბესიკ ტეფნაძე,ქართული ოცნება,
38,sakrebulo pr,შოთა მეტრეველი,ქართული ოცნება,
38,sakrebulo pr,ვიქტორ მინაძე,ქართული ოცნება,
38,sakrebulo pr,ზურაბ ბაღდოშვილი,ქართული ოცნება,
38,sakrebulo pr,ზვიად ყიფშიძე,ქართული ოცნება,
38,sakrebulo pr,ბახვა კიკაბიძე,ძლიერი საქართველო-ლელო,
38,sakrebulo smd,ჯემალ ყურაშვილი,ქართული ოცნება,38.01
38,sakrebulo smd,გენადი ბოლქვაძე,ქართული ოცნება,38.02
38,sakrebulo smd,რამაზ კაჭკაჭაშვილი,ქართული ოცნება,38.03
38,sakrebulo smd,იმედა მღებრიშვილი,ქართული ოცნება,38.04
38,sakrebulo smd,გიორგი ქიმაძე,ქართული ოცნება,38.05
38,sakrebulo smd,გოჩა ჩიტორელიძე,ქართული ოცნება,38.06
38,sakrebulo smd,ელდარი კბილაშვილი,ქართული ოცნება,38.07
38,sakrebulo smd,ჯაბა ხოზრევანიძე,ქართული ოცნება,38.08
38,sakrebulo smd,გიორგი ოდიკაძე,ქართული ოცნება,38.09
38,sakrebulo smd,შალვა გავაშელი,ქართული ოცნება,38.10
